Refund_ID,Transaction_ID,Refund_Date,Refund_Amount,Refund_Reason,Refund_Status
REF109841,TXN10007389,09-02-2024,1435.75,Failed Service,Completed
REF109842,TXN10101173,19-04-2024,797.25,Customer Request,Completed
REF109843,TXN10096887,01-01-2026,596.27,Product Return,Completed
REF109844,TXN10018033,12-11-2025,801.77,Customer Request,Completed
REF109845,TXN10081930,09-04-2024,64.47,Customer Request,Pending
REF109846,TXN10138808,30-06-2024,873.33,Merchant Cancellation,Completed
REF109847,TXN10046016,29-09-2024,2287.95,Product Return,Pending
REF109848,TXN10099911,04-12-2023,125.46,Failed Service,Completed
REF109849,TXN10176411,31-08-2023,293.34,Duplicate Payment,Pending
REF109850,TXN10139764,09-04-2024,347.33,Product Return,Completed
REF109851,TXN10137085,12-08-2024,2344.21,Duplicate Payment,Completed
REF109852,TXN10039914,27-10-2025,253.5,Duplicate Payment,Completed
REF109853,TXN10044313,19-05-2025,500.17,Customer Request,Completed
REF109854,TXN10117173,03-12-2023,653.31,Product Return,Completed
REF109855,TXN10018842,05-05-2025,2402.54,Merchant Cancellation,Completed
REF109856,TXN10094928,03-06-2024,1564.94,Customer Request,Completed
REF109857,TXN10097494,29-12-2023,1580.24,Product Return,Completed
REF109858,TXN10005901,17-06-2024,179.01,Failed Service,Completed
REF109859,TXN10169379,18-06-2024,320.27,Product Return,Completed
REF109860,TXN10000263,05-08-2024,862.6,Failed Service,Completed
REF109861,TXN10083763,19-08-2024,857.24,Duplicate Payment,Completed
REF109862,TXN10088772,14-02-2023,74.1,Failed Service,Completed
REF109863,TXN10163036,29-08-2025,545.53,Duplicate Payment,Completed
REF109864,TXN10156023,12-12-2024,913.04,Duplicate Payment,Completed
REF109865,TXN10104366,19-01-2023,400.17,Product Return,Completed
REF109866,TXN10167115,25-09-2023,137.67,Customer Request,Completed
REF109867,TXN10184090,14-07-2024,126.43,Failed Service,Rejected
REF109868,TXN10132065,20-11-2023,2430.45,Merchant Cancellation,Completed
REF109869,TXN10190849,27-10-2025,103.43,Customer Request,Completed
REF109870,TXN10083800,20-01-2024,358.84,Customer Request,Completed
REF109871,TXN10047728,25-10-2024,217.59,Failed Service,Completed
REF109872,TXN10118547,15-08-2024,871.21,Failed Service,Completed
REF109873,TXN10002363,25-07-2025,1369.75,Merchant Cancellation,Completed
REF109874,TXN10009949,30-08-2023,467.48,Failed Service,Pending
REF109875,TXN10156391,07-09-2025,87.62,Duplicate Payment,Completed
REF109876,TXN10067482,11-11-2025,409.68,Product Return,Completed
REF109877,TXN10041404,11-04-2023,288.05,Product Return,Completed
REF109878,TXN10189037,17-03-2025,1511.09,Duplicate Payment,Completed
REF109879,TXN10079063,20-06-2024,1014.18,Product Return,Completed
REF109880,TXN10067327,28-07-2023,516.42,Duplicate Payment,Rejected
REF109881,TXN10154381,16-03-2024,979.32,Product Return,Completed
REF109882,TXN10053088,01-02-2024,337.93,Duplicate Payment,Completed
REF109883,TXN10079860,07-10-2024,252.51,Failed Service,Completed
REF109884,TXN10066433,19-10-2023,694.25,Customer Request,Completed
REF109885,TXN10136184,11-03-2023,2569.71,Customer Request,Completed
REF109886,TXN10124091,02-01-2023,518.71,Customer Request,Completed
REF109887,TXN10101440,15-08-2024,554.05,Product Return,Completed
REF109888,TXN10126235,08-07-2024,719.87,Customer Request,Completed
REF109889,TXN10154425,10-07-2023,447.82,Duplicate Payment,Completed
REF109890,TXN10183613,31-08-2025,522.08,Failed Service,Completed
REF109891,TXN10088023,06-06-2025,533.91,Merchant Cancellation,Completed
REF109892,TXN10056952,06-07-2024,106.69,Customer Request,Completed
REF109893,TXN10085684,29-12-2024,1096.49,Merchant Cancellation,Completed
REF109894,TXN10154436,21-02-2024,506.82,Customer Request,Pending
REF109895,TXN10131074,05-04-2025,572.02,Product Return,Completed
REF109896,TXN10196893,09-01-2024,1660.75,Merchant Cancellation,Completed
REF109897,TXN10068467,29-01-2023,115.26,Product Return,Completed
REF109898,TXN10019613,26-03-2024,180.99,Duplicate Payment,Completed
REF109899,TXN10169956,08-11-2025,770.04,Duplicate Payment,Completed
REF109900,TXN10107048,07-11-2024,334.64,Merchant Cancellation,Completed
REF109901,TXN10015035,01-11-2023,2918.71,Product Return,Completed
REF109902,TXN10161903,14-11-2024,2184.85,Merchant Cancellation,Completed
REF109903,TXN10077611,10-01-2025,759.29,Product Return,Completed
REF109904,TXN10186304,01-06-2024,215.3,Failed Service,Completed
REF109905,TXN10014226,21-10-2023,852.52,Customer Request,Completed
REF109906,TXN10079067,30-08-2024,239.61,Product Return,Completed
REF109907,TXN10174043,08-07-2023,264.73,Failed Service,Pending
REF109908,TXN10100496,17-11-2023,689.58,Merchant Cancellation,Completed
REF109909,TXN10170957,14-03-2025,801.65,Failed Service,Completed
REF109910,TXN10133362,18-09-2025,257.22,Failed Service,Completed
REF109911,TXN10036123,30-09-2025,765.4,Product Return,Completed
REF109912,TXN10193542,10-05-2024,565.2,Product Return,Completed
REF109913,TXN10154477,02-11-2025,1544.26,Customer Request,Completed
REF109914,TXN10155064,16-06-2023,322.1,Customer Request,Completed
REF109915,TXN10029945,28-06-2023,896.49,Product Return,Completed
REF109916,TXN10035194,23-04-2023,442.38,Merchant Cancellation,Completed
REF109917,TXN10170823,13-04-2023,110.61,Product Return,Completed
REF109918,TXN10135211,10-10-2025,1234.66,Duplicate Payment,Completed
REF109919,TXN10148214,14-02-2025,45.65,Failed Service,Completed
REF109920,TXN10046994,24-03-2024,1059.68,Duplicate Payment,Completed
REF109921,TXN10130328,11-01-2026,429.68,Product Return,Completed
REF109922,TXN10122676,27-03-2025,55.82,Duplicate Payment,Completed
REF109923,TXN10127059,01-09-2025,2547.19,Customer Request,Completed
REF109924,TXN10175813,20-06-2024,560.39,Duplicate Payment,Completed
REF109925,TXN10135531,29-05-2024,881.41,Failed Service,Completed
REF109926,TXN10106766,10-11-2024,204.7,Duplicate Payment,Completed
REF109927,TXN10050214,18-09-2025,278.77,Duplicate Payment,Completed
REF109928,TXN10078765,07-10-2024,1760.27,Customer Request,Completed
REF109929,TXN10128526,06-03-2024,1104.37,Product Return,Completed
REF109930,TXN10082395,15-08-2025,180.82,Customer Request,Completed
REF109931,TXN10193139,24-07-2024,1214.64,Product Return,Rejected
REF109932,TXN10112248,29-07-2024,1519.99,Customer Request,Completed
REF109933,TXN10162362,20-12-2025,156.79,Merchant Cancellation,Completed
REF109934,TXN10072458,06-12-2025,178.41,Merchant Cancellation,Completed
REF109935,TXN10121475,31-12-2023,455.53,Duplicate Payment,Completed
REF109936,TXN10038646,18-08-2025,388.68,Customer Request,Completed
REF109937,TXN10002052,17-06-2023,429.33,Duplicate Payment,Completed
REF109938,TXN10062021,03-05-2024,624.45,Failed Service,Completed
REF109939,TXN10148816,21-12-2024,312.91,Customer Request,Completed
REF109940,TXN10147057,21-05-2023,1251.66,Product Return,Completed
REF109941,TXN10082316,24-04-2023,240.61,Merchant Cancellation,Completed
REF109942,TXN10039656,30-06-2023,481.35,Duplicate Payment,Completed
REF109943,TXN10087136,17-12-2025,1343.33,Failed Service,Completed
REF109944,TXN10153055,13-08-2023,394.94,Failed Service,Completed
REF109945,TXN10081103,05-02-2023,358.93,Merchant Cancellation,Completed
REF109946,TXN10001036,15-07-2025,687.61,Merchant Cancellation,Completed
REF109947,TXN10058293,27-01-2025,269.48,Duplicate Payment,Completed
REF109948,TXN10196521,19-03-2024,78.54,Duplicate Payment,Completed
REF109949,TXN10121609,31-08-2025,1916.35,Duplicate Payment,Completed
REF109950,TXN10182573,15-12-2024,1757.03,Duplicate Payment,Completed
REF109951,TXN10166650,17-05-2023,352.94,Failed Service,Completed
REF109952,TXN10111057,12-01-2023,320.66,Duplicate Payment,Completed
REF109953,TXN10161924,17-07-2024,29.88,Duplicate Payment,Completed
REF109954,TXN10103232,25-12-2025,855.52,Product Return,Completed
REF109955,TXN10171783,31-01-2024,584.72,Merchant Cancellation,Completed
REF109956,TXN10080934,01-07-2025,2024.01,Merchant Cancellation,Completed
REF109957,TXN10168339,05-06-2023,129.66,Merchant Cancellation,Completed
REF109958,TXN10141120,09-04-2023,612.94,Product Return,Completed
REF109959,TXN10084674,15-12-2025,149.86,Merchant Cancellation,Completed
REF109960,TXN10183857,11-03-2025,443.49,Customer Request,Completed
REF109961,TXN10014485,16-12-2025,666.78,Customer Request,Completed
REF109962,TXN10117409,24-06-2025,105.09,Merchant Cancellation,Completed
REF109963,TXN10154726,28-11-2025,684.98,Duplicate Payment,Completed
REF109964,TXN10181985,22-03-2025,618.28,Product Return,Completed
REF109965,TXN10127626,01-06-2024,426.37,Failed Service,Completed
REF109966,TXN10014397,11-03-2024,571.09,Duplicate Payment,Completed
REF109967,TXN10189980,02-09-2025,465.55,Product Return,Completed
REF109968,TXN10171382,04-06-2024,510.01,Failed Service,Completed
REF109969,TXN10051291,17-11-2024,595.82,Duplicate Payment,Completed
REF109970,TXN10014708,10-03-2024,323.86,Duplicate Payment,Completed
REF109971,TXN10146496,19-01-2024,444.96,Merchant Cancellation,Completed
REF109972,TXN10132140,24-11-2023,284.28,Product Return,Pending
REF109973,TXN10036902,06-03-2024,478.61,Product Return,Completed
REF109974,TXN10180708,20-12-2023,321.38,Customer Request,Completed
REF109975,TXN10072107,02-07-2023,954.07,Duplicate Payment,Completed
REF109976,TXN10097683,05-01-2024,1760.98,Merchant Cancellation,Completed
REF109977,TXN10031762,29-01-2023,217.82,Merchant Cancellation,Completed
REF109978,TXN10119630,28-12-2024,1048.94,Product Return,Rejected
REF109979,TXN10171647,03-01-2026,214.49,Customer Request,Completed
REF109980,TXN10092684,13-01-2023,100.84,Product Return,Completed
REF109981,TXN10119438,12-06-2024,483.92,Duplicate Payment,Completed
REF109982,TXN10000321,15-12-2024,139.77,Failed Service,Completed
REF109983,TXN10025796,26-04-2024,1014.39,Product Return,Completed
REF109984,TXN10054610,15-01-2024,321.74,Customer Request,Completed
REF109985,TXN10008101,24-11-2023,472.08,Product Return,Completed
REF109986,TXN10123984,26-05-2025,356.47,Failed Service,Completed
REF109987,TXN10092855,27-01-2024,235.64,Failed Service,Completed
REF109988,TXN10076628,04-03-2024,811.45,Duplicate Payment,Completed
REF109989,TXN10097463,28-10-2023,1054.75,Merchant Cancellation,Completed
REF109990,TXN10150402,10-10-2024,1691.29,Failed Service,Completed
REF109991,TXN10080040,18-04-2025,668.51,Merchant Cancellation,Completed
REF109992,TXN10113862,12-11-2024,111.77,Failed Service,Completed
REF109993,TXN10062077,12-02-2025,323.81,Product Return,Completed
REF109994,TXN10010197,03-08-2024,1385.75,Product Return,Completed
REF109995,TXN10192771,30-08-2023,306.21,Product Return,Completed
REF109996,TXN10088388,17-12-2024,580.99,Failed Service,Completed
REF109997,TXN10151253,13-03-2025,486.89,Failed Service,Completed
REF109998,TXN10051703,24-03-2025,164.91,Failed Service,Completed
REF109999,TXN10079881,24-07-2024,259.8,Duplicate Payment,Completed
REF110000,TXN10013387,05-07-2023,4887.32,Customer Request,Completed
REF110001,TXN10198494,07-08-2024,254.95,Duplicate Payment,Rejected
REF110002,TXN10120144,04-07-2024,1231.17,Product Return,Completed
REF110003,TXN10052667,24-12-2025,228.36,Duplicate Payment,Completed
REF110004,TXN10008779,21-08-2023,1709.99,Merchant Cancellation,Completed
REF110005,TXN10133015,15-11-2024,373.59,Duplicate Payment,Completed
REF110006,TXN10178736,14-09-2025,730.51,Customer Request,Completed
REF110007,TXN10033901,03-11-2024,1896.16,Merchant Cancellation,Completed
REF110008,TXN10177489,07-07-2025,1154.78,Product Return,Completed
REF110009,TXN10096231,14-12-2025,239.33,Duplicate Payment,Completed
REF110010,TXN10125141,20-04-2024,415.13,Duplicate Payment,Completed
REF110011,TXN10176654,01-05-2023,1142.92,Customer Request,Completed
REF110012,TXN10119567,07-01-2023,1066.73,Merchant Cancellation,Completed
REF110013,TXN10197435,26-01-2024,319.88,Product Return,Completed
REF110014,TXN10026094,24-08-2025,433.19,Product Return,Completed
REF110015,TXN10071789,09-08-2024,443.3,Product Return,Completed
REF110016,TXN10113943,21-09-2025,183.78,Duplicate Payment,Pending
REF110017,TXN10083850,13-03-2024,309.98,Duplicate Payment,Completed
REF110018,TXN10128892,25-04-2023,93.25,Customer Request,Completed
REF110019,TXN10108050,30-01-2024,259.01,Customer Request,Completed
REF110020,TXN10128077,16-08-2025,241.83,Product Return,Completed
REF110021,TXN10112293,20-11-2023,974.8,Duplicate Payment,Completed
REF110022,TXN10012792,14-04-2024,172.64,Customer Request,Completed
REF110023,TXN10006450,07-01-2023,1035.87,Customer Request,Completed
REF110024,TXN10113591,11-02-2025,1458.19,Duplicate Payment,Completed
REF110025,TXN10168605,22-07-2023,851.17,Failed Service,Completed
REF110026,TXN10061136,14-08-2025,4713.94,Product Return,Completed
REF110027,TXN10087570,17-05-2023,101.58,Failed Service,Completed
REF110028,TXN10117145,28-12-2024,1353.42,Customer Request,Completed
REF110029,TXN10056429,29-04-2025,746.1,Duplicate Payment,Completed
REF110030,TXN10112450,12-06-2025,568.14,Failed Service,Completed
REF110031,TXN10066816,12-06-2024,231.1,Duplicate Payment,Completed
REF110032,TXN10003754,26-02-2024,273.16,Duplicate Payment,Completed
REF110033,TXN10118571,19-05-2023,311.56,Customer Request,Completed
REF110034,TXN10039772,17-10-2024,683.07,Failed Service,Completed
REF110035,TXN10117983,30-03-2024,442.35,Product Return,Rejected
REF110036,TXN10089307,21-05-2023,519.77,Duplicate Payment,Completed
REF110037,TXN10143923,10-12-2025,846.2,Duplicate Payment,Completed
REF110038,TXN10127643,01-01-2024,440.55,Customer Request,Completed
REF110039,TXN10097981,19-06-2025,643.92,Duplicate Payment,Completed
REF110040,TXN10055227,04-01-2025,244.72,Duplicate Payment,Completed
REF110041,TXN10161856,07-12-2024,227.88,Customer Request,Completed
REF110042,TXN10122190,04-01-2024,296.05,Customer Request,Completed
REF110043,TXN10160995,25-12-2025,792.81,Duplicate Payment,Completed
REF110044,TXN10040317,10-09-2025,212.54,Failed Service,Completed
REF110045,TXN10109717,12-02-2024,267.34,Duplicate Payment,Completed
REF110046,TXN10131685,27-09-2025,1237.94,Duplicate Payment,Completed
REF110047,TXN10026818,23-09-2023,620.6,Duplicate Payment,Completed
REF110048,TXN10179168,20-07-2024,1247.31,Customer Request,Completed
REF110049,TXN10174501,06-05-2024,757.7,Product Return,Rejected
REF110050,TXN10104301,28-05-2024,363.48,Merchant Cancellation,Completed
REF110051,TXN10107866,07-06-2023,535.83,Customer Request,Completed
REF110052,TXN10073792,23-05-2023,644.47,Product Return,Completed
REF110053,TXN10057638,05-01-2024,272.39,Failed Service,Completed
REF110054,TXN10155608,14-01-2023,304.83,Failed Service,Completed
REF110055,TXN10100917,20-02-2024,263.08,Failed Service,Completed
REF110056,TXN10064488,05-06-2023,705.24,Duplicate Payment,Completed
REF110057,TXN10074814,04-11-2025,907.21,Duplicate Payment,Pending
REF110058,TXN10089630,10-02-2025,277.01,Merchant Cancellation,Completed
REF110059,TXN10004954,28-02-2023,545.73,Merchant Cancellation,Pending
REF110060,TXN10109263,22-06-2025,1461.41,Failed Service,Completed
REF110061,TXN10170795,02-01-2025,855.5,Failed Service,Completed
REF110062,TXN10028523,11-11-2023,81.22,Failed Service,Rejected
REF110063,TXN10159644,12-05-2023,207.02,Failed Service,Completed
REF110064,TXN10016722,24-11-2024,224.18,Product Return,Completed
REF110065,TXN10166901,21-12-2024,904.62,Merchant Cancellation,Completed
REF110066,TXN10094592,27-05-2024,326.92,Product Return,Completed
REF110067,TXN10036662,29-10-2025,323.71,Product Return,Completed
REF110068,TXN10188279,16-05-2023,240.19,Merchant Cancellation,Completed
REF110069,TXN10105285,19-06-2024,281.41,Merchant Cancellation,Completed
REF110070,TXN10118966,23-02-2024,224.86,Failed Service,Completed
REF110071,TXN10092485,19-04-2025,486.6,Product Return,Completed
REF110072,TXN10143561,08-03-2024,2222.31,Customer Request,Pending
REF110073,TXN10135570,27-12-2025,971.61,Customer Request,Completed
REF110074,TXN10133640,16-01-2023,1961.64,Failed Service,Completed
REF110075,TXN10020518,09-02-2024,192.88,Failed Service,Completed
REF110076,TXN10027068,24-02-2024,1914.72,Merchant Cancellation,Completed
REF110077,TXN10108985,02-04-2025,178.19,Failed Service,Completed
REF110078,TXN10038981,30-12-2024,404.88,Merchant Cancellation,Completed
REF110079,TXN10134427,10-06-2025,415.44,Merchant Cancellation,Completed
REF110080,TXN10048618,05-05-2023,389.15,Duplicate Payment,Completed
REF110081,TXN10080042,14-03-2024,2012.85,Customer Request,Completed
REF110082,TXN10003527,26-03-2023,1450.63,Duplicate Payment,Completed
REF110083,TXN10101305,23-04-2023,1519.72,Merchant Cancellation,Pending
REF110084,TXN10128595,25-06-2025,531.81,Customer Request,Completed
REF110085,TXN10037436,03-04-2024,105.09,Duplicate Payment,Completed
REF110086,TXN10039328,01-01-2024,584.35,Duplicate Payment,Completed
REF110087,TXN10073856,17-01-2024,67.28,Failed Service,Completed
REF110088,TXN10173207,30-05-2024,774.19,Duplicate Payment,Completed
REF110089,TXN10136374,26-06-2024,440.95,Customer Request,Pending
REF110090,TXN10068592,31-05-2023,1042.88,Duplicate Payment,Pending
REF110091,TXN10085382,08-06-2024,622.75,Duplicate Payment,Completed
REF110092,TXN10063498,03-06-2025,253.46,Merchant Cancellation,Completed
REF110093,TXN10089093,20-08-2025,426.66,Merchant Cancellation,Completed
REF110094,TXN10137845,22-10-2025,723.55,Failed Service,Rejected
REF110095,TXN10156824,13-04-2023,541.18,Merchant Cancellation,Completed
REF110096,TXN10030166,28-10-2023,323.76,Customer Request,Completed
REF110097,TXN10019540,07-02-2023,613.3,Product Return,Completed
REF110098,TXN10081463,07-07-2024,1126.55,Customer Request,Completed
REF110099,TXN10058410,11-12-2024,313.06,Duplicate Payment,Completed
REF110100,TXN10034007,01-05-2025,236.88,Merchant Cancellation,Completed
REF110101,TXN10107192,29-03-2023,1950.29,Failed Service,Rejected
REF110102,TXN10027459,26-04-2025,81.6,Customer Request,Completed
REF110103,TXN10179346,04-01-2025,255.03,Product Return,Completed
REF110104,TXN10196807,12-07-2025,509.47,Failed Service,Rejected
REF110105,TXN10069089,18-02-2024,390.75,Merchant Cancellation,Completed
REF110106,TXN10113054,17-10-2025,236.15,Failed Service,Completed
REF110107,TXN10008671,25-06-2023,531.3,Failed Service,Completed
REF110108,TXN10167663,25-09-2025,1296.21,Merchant Cancellation,Completed
REF110109,TXN10024143,16-11-2023,148.19,Product Return,Completed
REF110110,TXN10086626,16-05-2023,428.61,Failed Service,Completed
REF110111,TXN10176138,16-11-2025,1520.2,Product Return,Pending
REF110112,TXN10075948,11-04-2024,489.46,Merchant Cancellation,Completed
REF110113,TXN10000630,22-10-2024,1050.42,Merchant Cancellation,Completed
REF110114,TXN10147557,01-04-2024,1248.93,Merchant Cancellation,Completed
REF110115,TXN10156949,26-09-2025,331.55,Customer Request,Completed
REF110116,TXN10091282,24-04-2023,118.74,Customer Request,Completed
REF110117,TXN10003686,07-10-2023,389.5,Customer Request,Completed
REF110118,TXN10104334,05-04-2025,894.29,Duplicate Payment,Completed
REF110119,TXN10009082,16-10-2023,117.94,Product Return,Completed
REF110120,TXN10020307,25-02-2025,1561.03,Duplicate Payment,Rejected
REF110121,TXN10092754,22-01-2023,605.16,Merchant Cancellation,Completed
REF110122,TXN10144408,31-01-2024,303.33,Product Return,Completed
REF110123,TXN10119229,07-12-2024,343.94,Duplicate Payment,Completed
REF110124,TXN10033396,12-06-2024,314.14,Failed Service,Completed
REF110125,TXN10128500,11-02-2025,1256.72,Failed Service,Completed
REF110126,TXN10062242,13-02-2024,161.05,Duplicate Payment,Completed
REF110127,TXN10089873,12-09-2025,4967.5,Duplicate Payment,Completed
REF110128,TXN10039822,27-06-2024,189.63,Failed Service,Completed
REF110129,TXN10007046,21-05-2025,236.02,Customer Request,Completed
REF110130,TXN10056112,25-07-2024,904.07,Product Return,Completed
REF110131,TXN10083951,09-11-2023,723.04,Merchant Cancellation,Completed
REF110132,TXN10177708,15-11-2023,314.27,Failed Service,Pending
REF110133,TXN10192640,13-01-2023,153.12,Failed Service,Completed
REF110134,TXN10124077,14-01-2025,66.15,Merchant Cancellation,Completed
REF110135,TXN10125196,29-11-2025,373.78,Merchant Cancellation,Completed
REF110136,TXN10063022,14-09-2023,1148.59,Customer Request,Completed
REF110137,TXN10138939,04-12-2025,199.49,Customer Request,Completed
REF110138,TXN10120356,11-09-2025,546.24,Failed Service,Completed
REF110139,TXN10125125,22-03-2025,525.59,Product Return,Completed
REF110140,TXN10059080,30-11-2023,278.46,Product Return,Completed
REF110141,TXN10037816,10-11-2024,1579.25,Failed Service,Completed
REF110142,TXN10008741,28-03-2025,498.55,Duplicate Payment,Completed
REF110143,TXN10034783,04-06-2025,619.5,Duplicate Payment,Completed
REF110144,TXN10061395,22-10-2024,1506.8,Merchant Cancellation,Completed
REF110145,TXN10055288,23-08-2024,429.72,Failed Service,Completed
REF110146,TXN10094226,17-10-2025,3788.55,Merchant Cancellation,Completed
REF110147,TXN10052087,02-04-2024,763.15,Failed Service,Completed
REF110148,TXN10198632,15-06-2023,301.4,Duplicate Payment,Completed
REF110149,TXN10190240,30-07-2023,259.22,Merchant Cancellation,Completed
REF110150,TXN10086985,09-04-2025,799.5,Failed Service,Completed
REF110151,TXN10124652,03-03-2023,494.39,Product Return,Completed
REF110152,TXN10149719,30-12-2023,437.41,Merchant Cancellation,Completed
REF110153,TXN10152552,27-09-2023,356.66,Product Return,Completed
REF110154,TXN10111806,29-11-2023,141.49,Duplicate Payment,Rejected
REF110155,TXN10086939,07-01-2024,820.52,Product Return,Completed
REF110156,TXN10040879,03-04-2023,195.06,Duplicate Payment,Completed
REF110157,TXN10048613,29-07-2025,1038.17,Merchant Cancellation,Completed
REF110158,TXN10018014,20-05-2025,726.31,Product Return,Rejected
REF110159,TXN10090568,24-01-2024,1251.12,Merchant Cancellation,Completed
REF110160,TXN10067122,10-06-2023,1334.66,Product Return,Completed
REF110161,TXN10116982,28-12-2024,446.96,Product Return,Completed
REF110162,TXN10055040,30-05-2023,540.15,Customer Request,Completed
REF110163,TXN10176050,09-08-2023,450.04,Failed Service,Completed
REF110164,TXN10083781,26-04-2023,159.86,Failed Service,Completed
REF110165,TXN10031561,12-07-2023,147.66,Merchant Cancellation,Completed
REF110166,TXN10056061,22-02-2024,120.95,Failed Service,Completed
REF110167,TXN10117632,09-03-2024,1375.66,Merchant Cancellation,Completed
REF110168,TXN10076476,06-02-2025,755.13,Customer Request,Completed
REF110169,TXN10135062,12-11-2023,1723.71,Failed Service,Completed
REF110170,TXN10179558,09-11-2025,569.83,Merchant Cancellation,Completed
REF110171,TXN10028989,20-11-2023,433.68,Product Return,Completed
REF110172,TXN10016084,14-10-2023,101.27,Merchant Cancellation,Completed
REF110173,TXN10161747,01-08-2024,790.02,Merchant Cancellation,Completed
REF110174,TXN10194177,04-01-2025,222.54,Duplicate Payment,Completed
REF110175,TXN10091831,28-08-2023,305.09,Merchant Cancellation,Rejected
REF110176,TXN10043183,23-10-2024,477.6,Merchant Cancellation,Pending
REF110177,TXN10027669,13-11-2023,239.04,Failed Service,Completed
REF110178,TXN10004801,14-06-2023,288.04,Customer Request,Completed
REF110179,TXN10012571,20-05-2023,557.66,Duplicate Payment,Completed
REF110180,TXN10075839,23-12-2023,361.48,Duplicate Payment,Completed
REF110181,TXN10181163,14-11-2024,1199.55,Product Return,Pending
REF110182,TXN10181372,19-09-2025,836.19,Product Return,Completed
REF110183,TXN10034492,09-09-2025,770,Failed Service,Completed
REF110184,TXN10182500,01-04-2025,31.93,Product Return,Completed
REF110185,TXN10065323,14-07-2025,906.21,Duplicate Payment,Completed
REF110186,TXN10097266,18-08-2025,518.4,Merchant Cancellation,Completed
REF110187,TXN10153101,27-05-2024,161.38,Failed Service,Completed
REF110188,TXN10172934,07-03-2025,397.78,Merchant Cancellation,Rejected
REF110189,TXN10079921,10-01-2023,139.92,Product Return,Completed
REF110190,TXN10024106,16-10-2024,988.22,Product Return,Completed
REF110191,TXN10058247,18-11-2024,734.07,Product Return,Completed
REF110192,TXN10168311,12-06-2025,951.65,Merchant Cancellation,Completed
REF110193,TXN10168623,26-09-2024,892.03,Merchant Cancellation,Completed
REF110194,TXN10103262,19-09-2024,123.43,Product Return,Completed
REF110195,TXN10079519,19-12-2025,812.66,Failed Service,Completed
REF110196,TXN10161952,22-11-2023,253.24,Product Return,Completed
REF110197,TXN10179578,03-12-2023,2400.02,Product Return,Completed
REF110198,TXN10076503,22-05-2023,656.07,Duplicate Payment,Completed
REF110199,TXN10001196,12-07-2023,1000.86,Duplicate Payment,Completed
REF110200,TXN10135113,30-09-2025,1039.26,Merchant Cancellation,Completed
REF110201,TXN10105611,08-07-2023,464.5,Failed Service,Completed
REF110202,TXN10071550,21-04-2024,2169.05,Product Return,Completed
REF110203,TXN10042509,15-06-2025,1285.5,Duplicate Payment,Completed
REF110204,TXN10143173,09-07-2023,241.73,Duplicate Payment,Completed
REF110205,TXN10175842,27-05-2023,1073.98,Customer Request,Completed
REF110206,TXN10116882,21-06-2024,513.27,Duplicate Payment,Pending
REF110207,TXN10193475,14-06-2023,687.15,Product Return,Completed
REF110208,TXN10094568,01-09-2024,457.91,Duplicate Payment,Completed
REF110209,TXN10083353,14-01-2023,638.85,Duplicate Payment,Completed
REF110210,TXN10067972,06-04-2024,56.96,Customer Request,Completed
REF110211,TXN10043918,13-03-2023,358.5,Duplicate Payment,Completed
REF110212,TXN10072518,03-03-2024,437.51,Duplicate Payment,Completed
REF110213,TXN10038573,14-10-2024,978.37,Failed Service,Completed
REF110214,TXN10052530,11-01-2023,792.72,Product Return,Completed
REF110215,TXN10005451,29-01-2025,575.76,Merchant Cancellation,Completed
REF110216,TXN10115851,19-04-2024,879.9,Product Return,Completed
REF110217,TXN10017288,17-07-2024,352.77,Failed Service,Completed
REF110218,TXN10162004,25-09-2024,5790.04,Customer Request,Completed
REF110219,TXN10014998,04-07-2025,763.84,Failed Service,Completed
REF110220,TXN10050267,05-12-2025,3306.47,Merchant Cancellation,Completed
REF110221,TXN10036266,12-06-2023,175.89,Duplicate Payment,Completed
REF110222,TXN10084520,06-04-2024,310.14,Customer Request,Completed
REF110223,TXN10039999,22-12-2024,1692.82,Product Return,Completed
REF110224,TXN10148141,21-03-2024,987.33,Customer Request,Completed
REF110225,TXN10051009,23-04-2025,462.57,Failed Service,Completed
REF110226,TXN10104247,19-03-2025,368.84,Duplicate Payment,Completed
REF110227,TXN10097193,02-08-2024,709.42,Merchant Cancellation,Completed
REF110228,TXN10090661,20-12-2025,174.64,Merchant Cancellation,Completed
REF110229,TXN10199215,02-07-2023,598.76,Duplicate Payment,Completed
REF110230,TXN10046252,03-09-2023,575.98,Customer Request,Completed
REF110231,TXN10176910,25-01-2023,235.76,Duplicate Payment,Completed
REF110232,TXN10098604,09-11-2023,272.27,Customer Request,Completed
REF110233,TXN10134392,17-06-2024,40.7,Duplicate Payment,Completed
REF110234,TXN10197288,10-03-2024,826.38,Merchant Cancellation,Completed
REF110235,TXN10106622,03-05-2025,214.7,Merchant Cancellation,Completed
REF110236,TXN10008301,05-11-2025,386.7,Merchant Cancellation,Completed
REF110237,TXN10180137,25-11-2023,1063.25,Failed Service,Completed
REF110238,TXN10142788,05-12-2025,898.33,Customer Request,Completed
REF110239,TXN10164318,17-12-2023,923.29,Customer Request,Completed
REF110240,TXN10039862,01-10-2023,1018.63,Product Return,Completed
REF110241,TXN10082585,02-05-2025,135.15,Failed Service,Completed
REF110242,TXN10124710,29-02-2024,1519.67,Duplicate Payment,Completed
REF110243,TXN10085157,01-10-2023,553.65,Customer Request,Completed
REF110244,TXN10058929,23-08-2023,1195.7,Duplicate Payment,Completed
