Merchant_ID,Merchant_Category,City,State
MER101250,E-commerce,Mumbai,West Bengal
MER101251,Travel,Kolkata,Karnataka
MER101252,Utilities,Kochi,Rajasthan
MER101253,Fuel,Lucknow,Tamil Nadu
MER101254,Travel,Jaipur,Maharashtra
MER101255,Entertainment,Ahmedabad,Uttar Pradesh
MER101256,Education,New Delhi,Tamil Nadu
MER101257,Grocery,Hyderabad,Rajasthan
MER101258,Healthcare,Mumbai,Kerala
MER101259,Grocery,Chennai,Maharashtra
MER101260,Travel,Mysuru,Delhi
MER101261,Travel,Jaipur,Rajasthan
MER101262,Travel,Mumbai,Maharashtra
MER101263,Entertainment,Ahmedabad,Maharashtra
MER101264,E-commerce,Nagpur,Telangana
MER101265,Fuel,Pune,Kerala
MER101266,Fuel,Jaipur,Telangana
MER101267,Food & Dining,New Delhi,Karnataka
MER101268,Healthcare,Hyderabad,Maharashtra
MER101269,Entertainment,Pune,Rajasthan
MER101270,Utilities,New Delhi,Gujarat
MER101271,E-commerce,Surat,Kerala
MER101272,Grocery,New Delhi,Gujarat
MER101273,Education,Hyderabad,West Bengal
MER101274,Food & Dining,Kolkata,Uttar Pradesh
MER101275,Utilities,Noida,Tamil Nadu
MER101276,Food & Dining,Nagpur,Delhi
MER101277,Fuel,Surat,Kerala
MER101278,Healthcare,Nagpur,Gujarat
MER101279,Food & Dining,Pune,Maharashtra
MER101280,Travel,Nagpur,Rajasthan
MER101281,Food & Dining,Mysuru,West Bengal
MER101282,Entertainment,Surat,Gujarat
MER101283,Fuel,Hyderabad,Delhi
MER101284,Grocery,Lucknow,Uttar Pradesh
MER101285,Travel,Mumbai,West Bengal
MER101286,Travel,Kochi,Maharashtra
MER101287,Retail,New Delhi,Tamil Nadu
MER101288,Healthcare,Jaipur,Karnataka
MER101289,Fuel,Chennai,Kerala
MER101290,Grocery,Surat,Gujarat
MER101291,E-commerce,Pune,Maharashtra
MER101292,Entertainment,Surat,West Bengal
MER101293,E-commerce,New Delhi,Karnataka
MER101294,Retail,Mysuru,Delhi
MER101295,E-commerce,Lucknow,West Bengal
MER101296,Food & Dining,Jaipur,Uttar Pradesh
MER101297,E-commerce,Noida,Delhi
MER101298,Education,Pune,Rajasthan
MER101299,Grocery,Pune,Gujarat
MER101300,Food & Dining,Kochi,Kerala
MER101301,Education,Kolkata,West Bengal
MER101302,E-commerce,New Delhi,Karnataka
MER101303,Food & Dining,Pune,West Bengal
MER101304,Grocery,Mumbai,West Bengal
MER101305,Travel,Mysuru,Delhi
MER101306,Retail,Ahmedabad,Uttar Pradesh
MER101307,Utilities,Kochi,Gujarat
MER101308,Healthcare,Mysuru,Kerala
MER101309,Utilities,Nagpur,West Bengal
MER101310,Grocery,Pune,Maharashtra
MER101311,Food & Dining,Jaipur,Telangana
MER101312,Food & Dining,Nagpur,Gujarat
MER101313,Utilities,Kochi,Delhi
MER101314,Travel,New Delhi,Tamil Nadu
MER101315,Food & Dining,Surat,West Bengal
MER101316,Food & Dining,New Delhi,Gujarat
MER101317,Travel,Noida,Telangana
MER101318,Education,Chennai,Gujarat
MER101319,Entertainment,Noida,Uttar Pradesh
MER101320,Healthcare,Chennai,Uttar Pradesh
MER101321,Healthcare,Nagpur,Gujarat
MER101322,Entertainment,Ahmedabad,Uttar Pradesh
MER101323,E-commerce,Surat,Uttar Pradesh
MER101324,Fuel,Nagpur,Gujarat
MER101325,Fuel,Noida,Telangana
MER101326,Travel,Kochi,Karnataka
MER101327,Education,Mysuru,Telangana
MER101328,Travel,Nagpur,Rajasthan
MER101329,Travel,Ahmedabad,Maharashtra
MER101330,Utilities,Mysuru,Rajasthan
MER101331,Education,Mumbai,Kerala
MER101332,Retail,Mumbai,Karnataka
MER101333,Utilities,Chennai,Uttar Pradesh
MER101334,Healthcare,Mysuru,West Bengal
MER101335,Travel,Kolkata,Tamil Nadu
MER101336,Fuel,Hyderabad,Kerala
MER101337,Travel,Pune,Telangana
MER101338,E-commerce,Jaipur,Gujarat
MER101339,E-commerce,Bengaluru,Delhi
MER101340,Healthcare,Noida,Maharashtra
MER101341,Grocery,Mysuru,West Bengal
MER101342,Education,Kolkata,Delhi
MER101343,Retail,Chennai,Maharashtra
MER101344,E-commerce,Pune,Rajasthan
MER101345,Fuel,Bengaluru,West Bengal
MER101346,Healthcare,Surat,Karnataka
MER101347,Healthcare,Nagpur,Uttar Pradesh
MER101348,Entertainment,Pune,Uttar Pradesh
MER101349,Entertainment,Nagpur,Maharashtra
MER101350,Travel,Ahmedabad,Rajasthan
MER101351,Grocery,Noida,Delhi
MER101352,Education,Chennai,Gujarat
MER101353,Entertainment,Mysuru,Tamil Nadu
MER101354,Travel,Hyderabad,Delhi
MER101355,Entertainment,Pune,Gujarat
MER101356,Fuel,Kolkata,Karnataka
MER101357,Entertainment,Noida,Maharashtra
MER101358,Utilities,Kolkata,Delhi
MER101359,Retail,Ahmedabad,West Bengal
MER101360,Grocery,Nagpur,Rajasthan
MER101361,E-commerce,Ahmedabad,Maharashtra
MER101362,Retail,New Delhi,Kerala
MER101363,E-commerce,Mumbai,Delhi
MER101364,Retail,Noida,Telangana
MER101365,Education,Hyderabad,Uttar Pradesh
MER101366,E-commerce,Lucknow,Gujarat
MER101367,E-commerce,Mysuru,West Bengal
MER101368,Utilities,Lucknow,Karnataka
MER101369,Grocery,Kolkata,Karnataka
MER101370,Food & Dining,Kochi,West Bengal
MER101371,Education,Mumbai,West Bengal
MER101372,Travel,Ahmedabad,Kerala
MER101373,Grocery,Kolkata,Delhi
MER101374,Fuel,New Delhi,Maharashtra
MER101375,Utilities,Lucknow,Maharashtra
MER101376,Travel,Chennai,Delhi
MER101377,Education,Kolkata,Rajasthan
MER101378,Travel,Jaipur,Kerala
MER101379,Grocery,Kochi,Uttar Pradesh
MER101380,Entertainment,Bengaluru,Maharashtra
MER101381,Food & Dining,Chennai,Tamil Nadu
MER101382,Grocery,Mysuru,West Bengal
MER101383,Healthcare,Lucknow,Rajasthan
MER101384,Utilities,Mysuru,Karnataka
MER101385,Travel,Mysuru,Tamil Nadu
MER101386,Education,Lucknow,Rajasthan
MER101387,Fuel,Noida,Telangana
MER101388,Food & Dining,Hyderabad,Rajasthan
MER101389,Entertainment,Mysuru,Telangana
MER101390,Healthcare,Kolkata,Karnataka
MER101391,Retail,Ahmedabad,West Bengal
MER101392,Entertainment,Mumbai,Karnataka
MER101393,Retail,Noida,Uttar Pradesh
MER101394,Entertainment,Hyderabad,Karnataka
MER101395,E-commerce,Ahmedabad,Delhi
MER101396,Travel,Ahmedabad,Maharashtra
MER101397,Education,Mysuru,West Bengal
MER101398,Education,Nagpur,Delhi
MER101399,E-commerce,Ahmedabad,Telangana
MER101400,Retail,Kochi,Maharashtra
MER101401,Entertainment,Mysuru,West Bengal
MER101402,Travel,Bengaluru,Maharashtra
MER101403,Healthcare,Chennai,Maharashtra
MER101404,Entertainment,Bengaluru,Karnataka
MER101405,Food & Dining,Mysuru,Tamil Nadu
MER101406,Food & Dining,Jaipur,Maharashtra
MER101407,Grocery,New Delhi,Kerala
MER101408,Education,Noida,Delhi
MER101409,Food & Dining,Kolkata,West Bengal
MER101410,Entertainment,New Delhi,Delhi
MER101411,Entertainment,Pune,West Bengal
MER101412,Grocery,Kolkata,West Bengal
MER101413,Utilities,Nagpur,Tamil Nadu
MER101414,E-commerce,Surat,Gujarat
MER101415,Entertainment,Chennai,Telangana
MER101416,Travel,New Delhi,Kerala
MER101417,Grocery,Mumbai,Tamil Nadu
MER101418,E-commerce,Jaipur,Tamil Nadu
MER101419,Food & Dining,Lucknow,West Bengal
MER101420,Grocery,Jaipur,West Bengal
MER101421,Entertainment,Pune,Telangana
MER101422,Fuel,Lucknow,West Bengal
MER101423,Entertainment,Nagpur,Kerala
MER101424,Education,Kolkata,Karnataka
MER101425,Fuel,Pune,Gujarat
MER101426,E-commerce,Mysuru,Gujarat
MER101427,Retail,Hyderabad,Telangana
MER101428,Education,New Delhi,Delhi
MER101429,E-commerce,Bengaluru,Karnataka
MER101430,Food & Dining,Hyderabad,Kerala
MER101431,Utilities,Noida,Telangana
MER101432,Fuel,Mumbai,West Bengal
MER101433,Fuel,Hyderabad,Telangana
MER101434,Travel,Ahmedabad,Telangana
MER101435,Food & Dining,Lucknow,Karnataka
MER101436,Healthcare,Surat,West Bengal
MER101437,Entertainment,Bengaluru,Gujarat
MER101438,Food & Dining,Chennai,Delhi
MER101439,Retail,Noida,Tamil Nadu
MER101440,Education,Bengaluru,Kerala
MER101441,Fuel,Nagpur,Kerala
MER101442,Entertainment,Noida,Maharashtra
MER101443,Travel,Mumbai,Kerala
MER101444,Grocery,Pune,Gujarat
MER101445,Retail,Noida,Rajasthan
MER101446,Entertainment,Jaipur,Telangana
MER101447,Retail,Pune,Gujarat
MER101448,Healthcare,Pune,Uttar Pradesh
MER101449,Retail,Surat,Karnataka
MER101450,E-commerce,Kochi,Kerala
MER101451,Food & Dining,Jaipur,Tamil Nadu
MER101452,Education,Pune,Kerala
MER101453,Entertainment,Mumbai,Karnataka
MER101454,Grocery,Jaipur,Rajasthan
MER101455,Food & Dining,Mysuru,Uttar Pradesh
MER101456,Healthcare,New Delhi,Karnataka
MER101457,Food & Dining,Hyderabad,West Bengal
MER101458,Healthcare,Kolkata,Kerala
MER101459,Grocery,Noida,West Bengal
MER101460,Retail,Jaipur,Delhi
MER101461,Travel,Nagpur,Tamil Nadu
MER101462,Utilities,New Delhi,Uttar Pradesh
MER101463,Travel,Mysuru,Delhi
MER101464,Education,New Delhi,Delhi
MER101465,Utilities,Lucknow,Karnataka
MER101466,Entertainment,Nagpur,Maharashtra
MER101467,Travel,Bengaluru,Uttar Pradesh
MER101468,Travel,Nagpur,Telangana
MER101469,E-commerce,Chennai,Rajasthan
MER101470,Fuel,Pune,Tamil Nadu
MER101471,Utilities,Noida,Maharashtra
MER101472,Healthcare,Mysuru,Delhi
MER101473,E-commerce,Kochi,Telangana
MER101474,E-commerce,Mysuru,Kerala
MER101475,Healthcare,Mysuru,Rajasthan
MER101476,Food & Dining,Mumbai,Maharashtra
MER101477,Food & Dining,Ahmedabad,Tamil Nadu
MER101478,Utilities,Chennai,West Bengal
MER101479,Education,Chennai,Rajasthan
MER101480,Food & Dining,Kolkata,Kerala
MER101481,Healthcare,Kolkata,Maharashtra
MER101482,Retail,Pune,Karnataka
MER101483,Grocery,Kochi,Uttar Pradesh
MER101484,Healthcare,Nagpur,Rajasthan
MER101485,Travel,Noida,Uttar Pradesh
MER101486,Healthcare,Lucknow,Telangana
MER101487,Healthcare,Chennai,West Bengal
MER101488,Travel,Ahmedabad,Uttar Pradesh
MER101489,Food & Dining,Noida,Delhi
MER101490,Healthcare,Mysuru,Telangana
MER101491,Utilities,Mumbai,Rajasthan
MER101492,Food & Dining,Nagpur,Uttar Pradesh
MER101493,Travel,Pune,Karnataka
MER101494,E-commerce,Bengaluru,West Bengal
MER101495,Education,Chennai,Uttar Pradesh
MER101496,Retail,New Delhi,Rajasthan
MER101497,Food & Dining,Kochi,West Bengal
MER101498,Food & Dining,Chennai,Tamil Nadu
MER101499,Utilities,Lucknow,Delhi
MER101500,Food & Dining,Pune,Maharashtra
MER101501,Fuel,Pune,Maharashtra
MER101502,Education,Pune,Telangana
MER101503,E-commerce,Kochi,Rajasthan
MER101504,Utilities,Bengaluru,West Bengal
MER101505,Fuel,Lucknow,Rajasthan
MER101506,Fuel,Hyderabad,Delhi
MER101507,Education,Kochi,Gujarat
MER101508,Food & Dining,Lucknow,Karnataka
MER101509,Grocery,Nagpur,Kerala
MER101510,Utilities,Hyderabad,Tamil Nadu
MER101511,Utilities,New Delhi,Tamil Nadu
MER101512,Retail,Kochi,Delhi
MER101513,Travel,Jaipur,Maharashtra
MER101514,Travel,Surat,Telangana
MER101515,Food & Dining,Bengaluru,Telangana
MER101516,Utilities,New Delhi,Karnataka
MER101517,Retail,Kolkata,Rajasthan
MER101518,Food & Dining,Ahmedabad,Karnataka
MER101519,Retail,Nagpur,Kerala
MER101520,Entertainment,Jaipur,Telangana
MER101521,Utilities,Chennai,Maharashtra
MER101522,E-commerce,Jaipur,Tamil Nadu
MER101523,Fuel,Lucknow,Kerala
MER101524,Fuel,Noida,Rajasthan
MER101525,Healthcare,Bengaluru,Kerala
MER101526,Entertainment,Jaipur,Karnataka
MER101527,Food & Dining,Surat,Delhi
MER101528,Entertainment,Nagpur,Maharashtra
MER101529,Travel,Nagpur,Uttar Pradesh
MER101530,Healthcare,Surat,Kerala
MER101531,Education,Chennai,Karnataka
MER101532,Grocery,Nagpur,Telangana
MER101533,Healthcare,Bengaluru,Gujarat
MER101534,Retail,Chennai,Tamil Nadu
MER101535,Entertainment,Mysuru,Telangana
MER101536,Utilities,Mumbai,Gujarat
MER101537,Entertainment,Kolkata,Rajasthan
MER101538,Healthcare,Chennai,Kerala
MER101539,Retail,Bengaluru,West Bengal
MER101540,Healthcare,Mumbai,Delhi
MER101541,Healthcare,Chennai,Rajasthan
MER101542,Education,Pune,Delhi
MER101543,Travel,Chennai,Telangana
MER101544,Travel,Chennai,Tamil Nadu
MER101545,Education,Surat,Kerala
MER101546,Education,Lucknow,Kerala
MER101547,Healthcare,Pune,Rajasthan
MER101548,E-commerce,Mysuru,Rajasthan
MER101549,Entertainment,Hyderabad,Gujarat
MER101550,Education,Noida,West Bengal
MER101551,Entertainment,Chennai,Gujarat
MER101552,Travel,Jaipur,Uttar Pradesh
MER101553,Fuel,Mysuru,Delhi
MER101554,Entertainment,Nagpur,Karnataka
MER101555,E-commerce,Surat,Delhi
MER101556,Grocery,Noida,Delhi
MER101557,Healthcare,Nagpur,Rajasthan
MER101558,Fuel,Pune,Telangana
MER101559,Food & Dining,Pune,Delhi
MER101560,Grocery,Kolkata,West Bengal
MER101561,E-commerce,Jaipur,Uttar Pradesh
MER101562,E-commerce,Mumbai,West Bengal
MER101563,Travel,Ahmedabad,Gujarat
MER101564,Education,Kochi,Karnataka
MER101565,Travel,New Delhi,West Bengal
MER101566,Travel,Lucknow,Kerala
MER101567,Food & Dining,Bengaluru,Maharashtra
MER101568,Entertainment,Noida,Telangana
MER101569,E-commerce,Mysuru,Rajasthan
MER101570,Education,New Delhi,Kerala
MER101571,Travel,Lucknow,Uttar Pradesh
MER101572,Grocery,Mumbai,West Bengal
MER101573,Retail,Mumbai,Tamil Nadu
MER101574,E-commerce,Mysuru,West Bengal
MER101575,Utilities,Ahmedabad,Karnataka
MER101576,Travel,Mumbai,Delhi
MER101577,Retail,Mumbai,Tamil Nadu
MER101578,E-commerce,Jaipur,Maharashtra
MER101579,Utilities,Mysuru,Karnataka
MER101580,Utilities,Surat,Maharashtra
MER101581,Food & Dining,Kolkata,Rajasthan
MER101582,Food & Dining,Bengaluru,Gujarat
MER101583,Fuel,Mumbai,Telangana
MER101584,Entertainment,Nagpur,Telangana
MER101585,Travel,Bengaluru,Kerala
MER101586,Healthcare,Bengaluru,Tamil Nadu
MER101587,Entertainment,New Delhi,Maharashtra
MER101588,E-commerce,Chennai,Uttar Pradesh
MER101589,Education,Kochi,West Bengal
MER101590,Healthcare,Lucknow,Tamil Nadu
MER101591,Education,Pune,Delhi
MER101592,Food & Dining,Kochi,Tamil Nadu
MER101593,Education,Hyderabad,Rajasthan
MER101594,Fuel,Kolkata,Uttar Pradesh
MER101595,Healthcare,Pune,Rajasthan
MER101596,Education,Kochi,Delhi
MER101597,Travel,Noida,Gujarat
MER101598,Utilities,Mysuru,Rajasthan
MER101599,Grocery,Mysuru,Gujarat
MER101600,Healthcare,Nagpur,Karnataka
MER101601,Utilities,Chennai,Uttar Pradesh
MER101602,Healthcare,New Delhi,Rajasthan
MER101603,Travel,Chennai,Maharashtra
MER101604,Utilities,Kolkata,West Bengal
MER101605,Education,Ahmedabad,Uttar Pradesh
MER101606,Healthcare,Pune,Kerala
MER101607,Food & Dining,Hyderabad,Kerala
MER101608,E-commerce,Kolkata,Uttar Pradesh
MER101609,Grocery,Kochi,Maharashtra
MER101610,Travel,Jaipur,Uttar Pradesh
MER101611,Grocery,Kochi,Uttar Pradesh
MER101612,Entertainment,Kolkata,Telangana
MER101613,Travel,Mumbai,Delhi
MER101614,Education,Surat,Tamil Nadu
MER101615,E-commerce,Hyderabad,Uttar Pradesh
MER101616,Entertainment,Bengaluru,Gujarat
MER101617,Grocery,Ahmedabad,Maharashtra
MER101618,Food & Dining,Bengaluru,Karnataka
MER101619,Fuel,Pune,Delhi
MER101620,Education,Jaipur,Kerala
MER101621,Education,Ahmedabad,Karnataka
MER101622,Travel,Ahmedabad,Telangana
MER101623,E-commerce,Jaipur,Delhi
MER101624,Education,Nagpur,Rajasthan
MER101625,Travel,Nagpur,Telangana
MER101626,Education,Lucknow,Karnataka
MER101627,Education,Pune,Delhi
MER101628,Utilities,Lucknow,West Bengal
MER101629,Retail,Kolkata,Tamil Nadu
MER101630,Entertainment,Chennai,Telangana
MER101631,Fuel,Nagpur,Telangana
MER101632,Entertainment,Lucknow,Telangana
MER101633,Fuel,Noida,Telangana
MER101634,Utilities,Kochi,Karnataka
MER101635,Food & Dining,Bengaluru,Telangana
MER101636,Food & Dining,Pune,Telangana
MER101637,Healthcare,Ahmedabad,Gujarat
MER101638,Travel,Ahmedabad,Uttar Pradesh
MER101639,E-commerce,Mumbai,Telangana
MER101640,Grocery,Nagpur,Karnataka
MER101641,Retail,Chennai,Uttar Pradesh
MER101642,Entertainment,Jaipur,Gujarat
MER101643,Travel,Mumbai,Gujarat
MER101644,Food & Dining,Ahmedabad,Uttar Pradesh
MER101645,Travel,Chennai,Telangana
MER101646,Food & Dining,Surat,Rajasthan
MER101647,Utilities,Mumbai,Karnataka
MER101648,Utilities,Mysuru,Kerala
MER101649,Utilities,Nagpur,Karnataka
MER101650,E-commerce,New Delhi,Maharashtra
MER101651,Healthcare,Pune,Gujarat
MER101652,Food & Dining,Surat,West Bengal
MER101653,Fuel,Lucknow,Gujarat
MER101654,Fuel,Mysuru,Gujarat
MER101655,Travel,Ahmedabad,Uttar Pradesh
MER101656,Food & Dining,Surat,Kerala
MER101657,Travel,Nagpur,Telangana
MER101658,Utilities,Hyderabad,Tamil Nadu
MER101659,Fuel,Mumbai,Delhi
MER101660,Food & Dining,Hyderabad,West Bengal
MER101661,Entertainment,Surat,Delhi
MER101662,Travel,Nagpur,Kerala
MER101663,Travel,Surat,Rajasthan
MER101664,Healthcare,Chennai,West Bengal
MER101665,Fuel,Ahmedabad,Kerala
MER101666,Education,Mysuru,Gujarat
MER101667,Fuel,Jaipur,Uttar Pradesh
MER101668,Utilities,Mysuru,Karnataka
MER101669,E-commerce,Hyderabad,Kerala
MER101670,Utilities,Pune,Karnataka
MER101671,Grocery,Lucknow,Uttar Pradesh
MER101672,Retail,Surat,Tamil Nadu
MER101673,E-commerce,Bengaluru,Tamil Nadu
MER101674,Travel,Pune,Tamil Nadu
MER101675,Fuel,Mysuru,Uttar Pradesh
MER101676,Retail,Pune,Gujarat
MER101677,Healthcare,Surat,Telangana
MER101678,Entertainment,Surat,Karnataka
MER101679,Grocery,Lucknow,Rajasthan
MER101680,Food & Dining,Noida,Rajasthan
MER101681,Entertainment,Noida,Telangana
MER101682,Utilities,Hyderabad,Uttar Pradesh
MER101683,Travel,Jaipur,Kerala
MER101684,Grocery,Hyderabad,Kerala
MER101685,Retail,Kolkata,Kerala
MER101686,Healthcare,Jaipur,Uttar Pradesh
MER101687,Utilities,Hyderabad,Delhi
MER101688,Travel,Surat,Uttar Pradesh
MER101689,Fuel,Kochi,Maharashtra
MER101690,Travel,Hyderabad,Uttar Pradesh
MER101691,E-commerce,Ahmedabad,Kerala
MER101692,Entertainment,Kolkata,Gujarat
MER101693,Food & Dining,Bengaluru,Kerala
MER101694,Food & Dining,Ahmedabad,Delhi
MER101695,Education,Noida,Telangana
MER101696,Fuel,Kolkata,Tamil Nadu
MER101697,Travel,Noida,Delhi
MER101698,Retail,Lucknow,Rajasthan
MER101699,Entertainment,Kolkata,Rajasthan
MER101700,Education,Lucknow,Kerala
MER101701,Utilities,Ahmedabad,Uttar Pradesh
MER101702,Grocery,Jaipur,Kerala
MER101703,Fuel,Mumbai,Telangana
MER101704,Healthcare,Ahmedabad,Rajasthan
MER101705,Education,Lucknow,Delhi
MER101706,Fuel,Hyderabad,Kerala
MER101707,Utilities,Pune,West Bengal
MER101708,Education,Noida,Uttar Pradesh
MER101709,E-commerce,Kolkata,Rajasthan
MER101710,Education,Ahmedabad,Karnataka
MER101711,Entertainment,Kolkata,Tamil Nadu
MER101712,Entertainment,Hyderabad,Karnataka
MER101713,Fuel,Chennai,Uttar Pradesh
MER101714,Retail,Kochi,Rajasthan
MER101715,Fuel,Bengaluru,Maharashtra
MER101716,Retail,Surat,Gujarat
MER101717,E-commerce,New Delhi,Telangana
MER101718,Travel,Nagpur,Maharashtra
MER101719,Travel,Ahmedabad,Telangana
MER101720,Retail,Jaipur,Telangana
MER101721,Fuel,New Delhi,Tamil Nadu
MER101722,Food & Dining,Lucknow,Maharashtra
MER101723,Utilities,Chennai,Telangana
MER101724,E-commerce,Nagpur,Gujarat
MER101725,Entertainment,Pune,Maharashtra
MER101726,Grocery,New Delhi,Kerala
MER101727,Travel,Chennai,Maharashtra
MER101728,Utilities,Jaipur,Karnataka
MER101729,Retail,Kochi,Uttar Pradesh
MER101730,Utilities,Mysuru,Telangana
MER101731,Healthcare,New Delhi,Karnataka
MER101732,Education,Pune,Rajasthan
MER101733,Utilities,Hyderabad,Gujarat
MER101734,Entertainment,Mysuru,Maharashtra
MER101735,Retail,Bengaluru,Gujarat
MER101736,Healthcare,Kolkata,Kerala
MER101737,Food & Dining,Chennai,Maharashtra
MER101738,Retail,Bengaluru,Rajasthan
MER101739,Travel,Surat,Maharashtra
MER101740,Travel,Kolkata,Telangana
MER101741,Fuel,Surat,Kerala
MER101742,E-commerce,Lucknow,Karnataka
MER101743,Healthcare,Jaipur,Gujarat
MER101744,E-commerce,Chennai,Telangana
MER101745,E-commerce,Pune,Kerala
MER101746,Travel,Chennai,Kerala
MER101747,Travel,Jaipur,Maharashtra
MER101748,E-commerce,New Delhi,Rajasthan
MER101749,E-commerce,Ahmedabad,Delhi
MER101750,Healthcare,Bengaluru,Telangana
MER101751,Education,Nagpur,West Bengal
MER101752,Fuel,New Delhi,Gujarat
MER101753,Fuel,Mumbai,Gujarat
MER101754,Food & Dining,Surat,Karnataka
MER101755,Food & Dining,Jaipur,Karnataka
MER101756,Healthcare,Chennai,Maharashtra
MER101757,Utilities,Jaipur,West Bengal
MER101758,Food & Dining,Nagpur,Maharashtra
MER101759,Utilities,Pune,Tamil Nadu
MER101760,Retail,Bengaluru,Tamil Nadu
MER101761,Utilities,Ahmedabad,Uttar Pradesh
MER101762,Entertainment,Nagpur,Uttar Pradesh
MER101763,Grocery,Bengaluru,Maharashtra
MER101764,Travel,Surat,Telangana
MER101765,Healthcare,Noida,Delhi
MER101766,Healthcare,Mumbai,Maharashtra
MER101767,Grocery,Pune,Rajasthan
MER101768,E-commerce,Hyderabad,Kerala
MER101769,Food & Dining,Lucknow,Telangana
MER101770,Travel,Mysuru,Tamil Nadu
MER101771,Education,Ahmedabad,Telangana
MER101772,Utilities,Ahmedabad,Delhi
MER101773,Utilities,Mysuru,Uttar Pradesh
MER101774,Healthcare,Mumbai,Kerala
MER101775,Healthcare,Kochi,Telangana
MER101776,Food & Dining,Mumbai,Uttar Pradesh
MER101777,Fuel,New Delhi,Telangana
MER101778,E-commerce,Surat,Delhi
MER101779,Fuel,Surat,Karnataka
MER101780,Food & Dining,Mumbai,Gujarat
MER101781,Healthcare,Mysuru,Maharashtra
MER101782,Entertainment,Jaipur,Tamil Nadu
MER101783,Food & Dining,Bengaluru,West Bengal
MER101784,Retail,Pune,Gujarat
MER101785,Education,Chennai,Kerala
MER101786,Entertainment,Chennai,Gujarat
MER101787,Entertainment,Jaipur,Delhi
MER101788,Grocery,Nagpur,Karnataka
MER101789,Retail,Lucknow,Delhi
MER101790,Entertainment,Nagpur,Uttar Pradesh
MER101791,Retail,Hyderabad,Gujarat
MER101792,Retail,Ahmedabad,Uttar Pradesh
MER101793,Education,Jaipur,Gujarat
MER101794,Entertainment,Jaipur,Kerala
MER101795,E-commerce,Hyderabad,Telangana
MER101796,Healthcare,Pune,Maharashtra
MER101797,Fuel,Mumbai,West Bengal
MER101798,Entertainment,Kochi,Delhi
MER101799,Grocery,Nagpur,Telangana
MER101800,Grocery,New Delhi,Kerala
MER101801,E-commerce,Pune,Rajasthan
MER101802,Food & Dining,Noida,Rajasthan
MER101803,Retail,Mumbai,Rajasthan
MER101804,Entertainment,Pune,Rajasthan
MER101805,Education,Jaipur,Delhi
MER101806,Travel,Noida,Rajasthan
MER101807,Entertainment,Nagpur,Karnataka
MER101808,Education,Chennai,Telangana
MER101809,Food & Dining,Bengaluru,Gujarat
MER101810,E-commerce,Kolkata,Karnataka
MER101811,Retail,Kolkata,Tamil Nadu
MER101812,Food & Dining,Mysuru,Delhi
MER101813,Education,Chennai,Tamil Nadu
MER101814,Grocery,Surat,Uttar Pradesh
MER101815,Fuel,Hyderabad,Delhi
MER101816,E-commerce,Kochi,Maharashtra
MER101817,Utilities,Chennai,Delhi
MER101818,Education,New Delhi,Uttar Pradesh
MER101819,Healthcare,Kochi,Rajasthan
MER101820,Healthcare,Nagpur,Maharashtra
MER101821,Food & Dining,Kochi,Kerala
MER101822,Fuel,Pune,Maharashtra
MER101823,Fuel,New Delhi,West Bengal
MER101824,Travel,Jaipur,Telangana
MER101825,Retail,Nagpur,Delhi
MER101826,Grocery,Bengaluru,Gujarat
MER101827,Food & Dining,Kochi,Gujarat
MER101828,Fuel,Surat,Uttar Pradesh
MER101829,Utilities,Lucknow,Kerala
MER101830,Retail,Mumbai,Kerala
MER101831,Utilities,Hyderabad,Telangana
MER101832,Utilities,Nagpur,Gujarat
MER101833,Healthcare,Mysuru,Karnataka
MER101834,Utilities,Kolkata,Kerala
MER101835,Grocery,Chennai,Kerala
MER101836,Entertainment,Ahmedabad,Tamil Nadu
MER101837,Grocery,Nagpur,Karnataka
MER101838,Grocery,Surat,Maharashtra
MER101839,Grocery,Chennai,Maharashtra
MER101840,Education,Pune,Telangana
MER101841,Food & Dining,Ahmedabad,Uttar Pradesh
MER101842,Utilities,Kochi,Tamil Nadu
MER101843,Utilities,Mysuru,Uttar Pradesh
MER101844,E-commerce,New Delhi,Gujarat
MER101845,E-commerce,Mysuru,Telangana
MER101846,Travel,Hyderabad,Delhi
MER101847,Food & Dining,Pune,West Bengal
MER101848,Healthcare,Ahmedabad,Gujarat
MER101849,Entertainment,Mysuru,Telangana
MER101850,Travel,Mumbai,Telangana
MER101851,Travel,Bengaluru,Gujarat
MER101852,Entertainment,New Delhi,Karnataka
MER101853,Grocery,Noida,Karnataka
MER101854,Grocery,Surat,Telangana
MER101855,Food & Dining,Mysuru,Uttar Pradesh
MER101856,Grocery,Nagpur,Telangana
MER101857,Education,Pune,Uttar Pradesh
MER101858,Fuel,Kolkata,Karnataka
MER101859,Healthcare,Noida,Rajasthan
MER101860,Healthcare,Pune,West Bengal
MER101861,Utilities,Nagpur,Delhi
MER101862,Retail,Hyderabad,Karnataka
MER101863,Retail,Nagpur,Rajasthan
MER101864,Travel,Nagpur,Maharashtra
MER101865,Travel,Nagpur,Uttar Pradesh
MER101866,Entertainment,Lucknow,Kerala
MER101867,Travel,Surat,Rajasthan
MER101868,Healthcare,Chennai,Karnataka
MER101869,Education,New Delhi,West Bengal
MER101870,Utilities,Bengaluru,West Bengal
MER101871,Retail,Kolkata,Kerala
MER101872,Utilities,Nagpur,Delhi
MER101873,Grocery,Kolkata,Telangana
MER101874,Entertainment,Mumbai,Kerala
