Transaction_ID,Fraud_Flag,Risk_Score,Risk_Level,Fraud_Type
TXN10084570,No,2,Low,No Fraud
TXN10084571,No,78,High,No Fraud
TXN10084572,No,13,Low,No Fraud
TXN10084573,No,44,Medium,No Fraud
TXN10084574,No,74,High,No Fraud
TXN10084575,No,69,High,No Fraud
TXN10084576,No,20,Low,No Fraud
TXN10084577,No,75,High,No Fraud
TXN10084578,No,71,High,No Fraud
TXN10084579,No,29,Low,No Fraud
TXN10084580,No,71,High,No Fraud
TXN10084581,No,60,Medium,No Fraud
TXN10084582,No,76,High,No Fraud
TXN10084583,No,65,High,No Fraud
TXN10084584,No,51,Medium,No Fraud
TXN10084585,No,45,Medium,No Fraud
TXN10084586,Yes,99,Critical,Account Takeover
TXN10084587,No,10,Low,No Fraud
TXN10084588,No,35,Medium,No Fraud
TXN10084589,No,76,High,No Fraud
TXN10084590,No,14,Low,No Fraud
TXN10084591,No,11,Low,No Fraud
TXN10084592,No,45,Medium,No Fraud
TXN10084593,No,57,Medium,No Fraud
TXN10084594,No,36,Medium,No Fraud
TXN10084595,No,59,Medium,No Fraud
TXN10084596,No,68,High,No Fraud
TXN10084597,No,44,Medium,No Fraud
TXN10084598,No,28,Low,No Fraud
TXN10084599,No,54,Medium,No Fraud
TXN10084600,No,3,Low,No Fraud
TXN10084601,No,19,Low,No Fraud
TXN10084602,No,80,High,No Fraud
TXN10084603,No,19,Low,No Fraud
TXN10084604,No,8,Low,No Fraud
TXN10084605,No,41,Medium,No Fraud
TXN10084606,No,23,Low,No Fraud
TXN10084607,No,63,High,No Fraud
TXN10084608,Yes,72,High,Account Takeover
TXN10084609,No,6,Low,No Fraud
TXN10084610,No,71,High,No Fraud
TXN10084611,No,33,Medium,No Fraud
TXN10084612,No,57,Medium,No Fraud
TXN10084613,No,42,Medium,No Fraud
TXN10084614,No,75,High,No Fraud
TXN10084615,No,69,High,No Fraud
TXN10084616,No,52,Medium,No Fraud
TXN10084617,No,51,Medium,No Fraud
TXN10084618,No,65,High,No Fraud
TXN10084619,No,15,Low,No Fraud
TXN10084620,No,67,High,No Fraud
TXN10084621,No,20,Low,No Fraud
TXN10084622,No,74,High,No Fraud
TXN10084623,No,72,High,No Fraud
TXN10084624,No,53,Medium,No Fraud
TXN10084625,No,55,Medium,No Fraud
TXN10084626,No,55,Medium,No Fraud
TXN10084627,No,77,High,No Fraud
TXN10084628,No,47,Medium,No Fraud
TXN10084629,No,26,Low,No Fraud
TXN10084630,No,1,Low,No Fraud
TXN10084631,No,73,High,No Fraud
TXN10084632,No,34,Medium,No Fraud
TXN10084633,No,16,Low,No Fraud
TXN10084634,Yes,86,Critical,Card Fraud
TXN10084635,No,58,Medium,No Fraud
TXN10084636,No,43,Medium,No Fraud
TXN10084637,No,73,High,No Fraud
TXN10084638,No,14,Low,No Fraud
TXN10084639,No,48,Medium,No Fraud
TXN10084640,No,3,Low,No Fraud
TXN10084641,No,55,Medium,No Fraud
TXN10084642,No,15,Low,No Fraud
TXN10084643,No,37,Medium,No Fraud
TXN10084644,No,62,High,No Fraud
TXN10084645,No,49,Medium,No Fraud
TXN10084646,No,6,Low,No Fraud
TXN10084647,No,75,High,No Fraud
TXN10084648,No,8,Low,No Fraud
TXN10084649,No,20,Low,No Fraud
TXN10084650,No,39,Medium,No Fraud
TXN10084651,No,16,Low,No Fraud
TXN10084652,No,13,Low,No Fraud
TXN10084653,No,68,High,No Fraud
TXN10084654,No,27,Low,No Fraud
TXN10084655,No,64,High,No Fraud
TXN10084656,No,21,Low,No Fraud
TXN10084657,No,10,Low,No Fraud
TXN10084658,No,30,Low,No Fraud
TXN10084659,No,31,Medium,No Fraud
TXN10084660,No,57,Medium,No Fraud
TXN10084661,No,37,Medium,No Fraud
TXN10084662,No,34,Medium,No Fraud
TXN10084663,No,69,High,No Fraud
TXN10084664,No,13,Low,No Fraud
TXN10084665,No,60,Medium,No Fraud
TXN10084666,No,23,Low,No Fraud
TXN10084667,No,75,High,No Fraud
TXN10084668,No,79,High,No Fraud
TXN10084669,No,57,Medium,No Fraud
TXN10084670,No,1,Low,No Fraud
TXN10084671,No,5,Low,No Fraud
TXN10084672,No,67,High,No Fraud
TXN10084673,No,25,Low,No Fraud
TXN10084674,No,45,Medium,No Fraud
TXN10084675,No,29,Low,No Fraud
TXN10084676,No,13,Low,No Fraud
TXN10084677,No,36,Medium,No Fraud
TXN10084678,No,17,Low,No Fraud
TXN10084679,No,10,Low,No Fraud
TXN10084680,No,41,Medium,No Fraud
TXN10084681,No,37,Medium,No Fraud
TXN10084682,No,80,High,No Fraud
TXN10084683,Yes,60,Medium,Merchant Fraud
TXN10084684,No,73,High,No Fraud
TXN10084685,No,2,Low,No Fraud
TXN10084686,No,15,Low,No Fraud
TXN10084687,No,53,Medium,No Fraud
TXN10084688,No,33,Medium,No Fraud
TXN10084689,No,26,Low,No Fraud
TXN10084690,No,80,High,No Fraud
TXN10084691,No,10,Low,No Fraud
TXN10084692,No,37,Medium,No Fraud
TXN10084693,No,38,Medium,No Fraud
TXN10084694,No,59,Medium,No Fraud
TXN10084695,No,15,Low,No Fraud
TXN10084696,No,45,Medium,No Fraud
TXN10084697,Yes,88,Critical,Card Fraud
TXN10084698,No,47,Medium,No Fraud
TXN10084699,Yes,95,Critical,Card Fraud
TXN10084700,No,69,High,No Fraud
TXN10084701,No,59,Medium,No Fraud
TXN10084702,No,40,Medium,No Fraud
TXN10084703,No,38,Medium,No Fraud
TXN10084704,No,9,Low,No Fraud
TXN10084705,No,1,Low,No Fraud
TXN10084706,No,55,Medium,No Fraud
TXN10084707,No,17,Low,No Fraud
TXN10084708,No,2,Low,No Fraud
TXN10084709,No,60,Medium,No Fraud
TXN10084710,No,10,Low,No Fraud
TXN10084711,No,46,Medium,No Fraud
TXN10084712,No,9,Low,No Fraud
TXN10084713,No,51,Medium,No Fraud
TXN10084714,No,25,Low,No Fraud
TXN10084715,No,66,High,No Fraud
TXN10084716,No,66,High,No Fraud
TXN10084717,No,75,High,No Fraud
TXN10084718,No,39,Medium,No Fraud
TXN10084719,No,57,Medium,No Fraud
TXN10084720,No,46,Medium,No Fraud
TXN10084721,No,39,Medium,No Fraud
TXN10084722,No,15,Low,No Fraud
TXN10084723,No,6,Low,No Fraud
TXN10084724,No,46,Medium,No Fraud
TXN10084725,No,67,High,No Fraud
TXN10084726,No,33,Medium,No Fraud
TXN10084727,No,11,Low,No Fraud
TXN10084728,No,54,Medium,No Fraud
TXN10084729,No,56,Medium,No Fraud
TXN10084730,No,22,Low,No Fraud
TXN10084731,No,23,Low,No Fraud
TXN10084732,No,55,Medium,No Fraud
TXN10084733,No,66,High,No Fraud
TXN10084734,No,38,Medium,No Fraud
TXN10084735,No,43,Medium,No Fraud
TXN10084736,No,37,Medium,No Fraud
TXN10084737,No,37,Medium,No Fraud
TXN10084738,No,62,High,No Fraud
TXN10084739,No,25,Low,No Fraud
TXN10084740,No,22,Low,No Fraud
TXN10084741,No,66,High,No Fraud
TXN10084742,No,30,Low,No Fraud
TXN10084743,No,41,Medium,No Fraud
TXN10084744,No,16,Low,No Fraud
TXN10084745,No,66,High,No Fraud
TXN10084746,No,5,Low,No Fraud
TXN10084747,No,64,High,No Fraud
TXN10084748,No,26,Low,No Fraud
TXN10084749,No,8,Low,No Fraud
TXN10084750,No,40,Medium,No Fraud
TXN10084751,No,22,Low,No Fraud
TXN10084752,No,75,High,No Fraud
TXN10084753,No,22,Low,No Fraud
TXN10084754,No,65,High,No Fraud
TXN10084755,No,33,Medium,No Fraud
TXN10084756,No,33,Medium,No Fraud
TXN10084757,No,9,Low,No Fraud
TXN10084758,No,49,Medium,No Fraud
TXN10084759,No,51,Medium,No Fraud
TXN10084760,No,1,Low,No Fraud
TXN10084761,No,71,High,No Fraud
TXN10084762,No,33,Medium,No Fraud
TXN10084763,No,7,Low,No Fraud
TXN10084764,No,51,Medium,No Fraud
TXN10084765,Yes,98,Critical,UPI Fraud
TXN10084766,No,23,Low,No Fraud
TXN10084767,No,35,Medium,No Fraud
TXN10084768,No,67,High,No Fraud
TXN10084769,No,5,Low,No Fraud
TXN10084770,No,48,Medium,No Fraud
TXN10084771,No,10,Low,No Fraud
TXN10084772,No,24,Low,No Fraud
TXN10084773,No,1,Low,No Fraud
TXN10084774,No,61,High,No Fraud
TXN10084775,Yes,92,Critical,Card Fraud
TXN10084776,No,27,Low,No Fraud
TXN10084777,No,59,Medium,No Fraud
TXN10084778,No,78,High,No Fraud
TXN10084779,No,7,Low,No Fraud
TXN10084780,No,40,Medium,No Fraud
TXN10084781,No,67,High,No Fraud
TXN10084782,No,51,Medium,No Fraud
TXN10084783,No,58,Medium,No Fraud
TXN10084784,No,1,Low,No Fraud
TXN10084785,No,13,Low,No Fraud
TXN10084786,No,39,Medium,No Fraud
TXN10084787,No,5,Low,No Fraud
TXN10084788,No,31,Medium,No Fraud
TXN10084789,No,44,Medium,No Fraud
TXN10084790,No,41,Medium,No Fraud
TXN10084791,No,42,Medium,No Fraud
TXN10084792,No,19,Low,No Fraud
TXN10084793,No,71,High,No Fraud
TXN10084794,No,38,Medium,No Fraud
TXN10084795,No,17,Low,No Fraud
TXN10084796,No,78,High,No Fraud
TXN10084797,No,58,Medium,No Fraud
TXN10084798,No,67,High,No Fraud
TXN10084799,No,31,Medium,No Fraud
TXN10084800,No,27,Low,No Fraud
TXN10084801,No,38,Medium,No Fraud
TXN10084802,No,24,Low,No Fraud
TXN10084803,No,19,Low,No Fraud
TXN10084804,No,11,Low,No Fraud
TXN10084805,No,7,Low,No Fraud
TXN10084806,No,11,Low,No Fraud
TXN10084807,No,12,Low,No Fraud
TXN10084808,No,51,Medium,No Fraud
TXN10084809,No,9,Low,No Fraud
TXN10084810,No,46,Medium,No Fraud
TXN10084811,No,36,Medium,No Fraud
TXN10084812,No,24,Low,No Fraud
TXN10084813,No,61,High,No Fraud
TXN10084814,No,3,Low,No Fraud
TXN10084815,Yes,99,Critical,Account Takeover
TXN10084816,No,1,Low,No Fraud
TXN10084817,No,62,High,No Fraud
TXN10084818,No,53,Medium,No Fraud
TXN10084819,No,68,High,No Fraud
TXN10084820,No,35,Medium,No Fraud
TXN10084821,No,48,Medium,No Fraud
TXN10084822,No,42,Medium,No Fraud
TXN10084823,No,19,Low,No Fraud
TXN10084824,No,24,Low,No Fraud
TXN10084825,No,17,Low,No Fraud
TXN10084826,No,46,Medium,No Fraud
TXN10084827,No,62,High,No Fraud
TXN10084828,No,54,Medium,No Fraud
TXN10084829,No,12,Low,No Fraud
TXN10084830,No,44,Medium,No Fraud
TXN10084831,No,78,High,No Fraud
TXN10084832,No,58,Medium,No Fraud
TXN10084833,No,29,Low,No Fraud
TXN10084834,No,47,Medium,No Fraud
TXN10084835,No,58,Medium,No Fraud
TXN10084836,No,22,Low,No Fraud
TXN10084837,No,12,Low,No Fraud
TXN10084838,No,27,Low,No Fraud
TXN10084839,No,14,Low,No Fraud
TXN10084840,No,8,Low,No Fraud
TXN10084841,Yes,66,High,Identity Fraud
TXN10084842,No,7,Low,No Fraud
TXN10084843,No,63,High,No Fraud
TXN10084844,No,67,High,No Fraud
TXN10084845,No,80,High,No Fraud
TXN10084846,No,74,High,No Fraud
TXN10084847,No,62,High,No Fraud
TXN10084848,No,80,High,No Fraud
TXN10084849,Yes,74,High,Account Takeover
TXN10084850,No,20,Low,No Fraud
TXN10084851,No,44,Medium,No Fraud
TXN10084852,No,54,Medium,No Fraud
TXN10084853,No,6,Low,No Fraud
TXN10084854,No,58,Medium,No Fraud
TXN10084855,No,32,Medium,No Fraud
TXN10084856,No,20,Low,No Fraud
TXN10084857,No,54,Medium,No Fraud
TXN10084858,No,64,High,No Fraud
TXN10084859,No,63,High,No Fraud
TXN10084860,No,13,Low,No Fraud
TXN10084861,No,62,High,No Fraud
TXN10084862,No,10,Low,No Fraud
TXN10084863,No,69,High,No Fraud
TXN10084864,No,77,High,No Fraud
TXN10084865,No,70,High,No Fraud
TXN10084866,No,27,Low,No Fraud
TXN10084867,No,25,Low,No Fraud
TXN10084868,No,51,Medium,No Fraud
TXN10084869,No,65,High,No Fraud
TXN10084870,No,51,Medium,No Fraud
TXN10084871,No,37,Medium,No Fraud
TXN10084872,No,18,Low,No Fraud
TXN10084873,No,28,Low,No Fraud
TXN10084874,No,63,High,No Fraud
TXN10084875,No,34,Medium,No Fraud
TXN10084876,No,62,High,No Fraud
TXN10084877,No,64,High,No Fraud
TXN10084878,No,14,Low,No Fraud
TXN10084879,No,79,High,No Fraud
TXN10084880,No,28,Low,No Fraud
TXN10084881,No,8,Low,No Fraud
TXN10084882,No,31,Medium,No Fraud
TXN10084883,No,17,Low,No Fraud
TXN10084884,No,68,High,No Fraud
TXN10084885,No,79,High,No Fraud
TXN10084886,No,39,Medium,No Fraud
TXN10084887,No,7,Low,No Fraud
TXN10084888,No,4,Low,No Fraud
TXN10084889,No,69,High,No Fraud
TXN10084890,No,36,Medium,No Fraud
TXN10084891,No,69,High,No Fraud
TXN10084892,No,34,Medium,No Fraud
TXN10084893,No,46,Medium,No Fraud
TXN10084894,No,72,High,No Fraud
TXN10084895,No,15,Low,No Fraud
TXN10084896,No,22,Low,No Fraud
TXN10084897,No,43,Medium,No Fraud
TXN10084898,No,4,Low,No Fraud
TXN10084899,No,75,High,No Fraud
TXN10084900,No,53,Medium,No Fraud
TXN10084901,No,73,High,No Fraud
TXN10084902,No,63,High,No Fraud
TXN10084903,No,30,Low,No Fraud
TXN10084904,No,54,Medium,No Fraud
TXN10084905,No,10,Low,No Fraud
TXN10084906,No,13,Low,No Fraud
TXN10084907,No,79,High,No Fraud
TXN10084908,No,68,High,No Fraud
TXN10084909,No,59,Medium,No Fraud
TXN10084910,Yes,96,Critical,Merchant Fraud
TXN10084911,No,72,High,No Fraud
TXN10084912,No,54,Medium,No Fraud
TXN10084913,No,37,Medium,No Fraud
TXN10084914,Yes,100,Critical,Identity Fraud
TXN10084915,No,42,Medium,No Fraud
TXN10084916,No,71,High,No Fraud
TXN10084917,No,5,Low,No Fraud
TXN10084918,No,46,Medium,No Fraud
TXN10084919,No,23,Low,No Fraud
TXN10084920,No,6,Low,No Fraud
TXN10084921,No,43,Medium,No Fraud
TXN10084922,No,16,Low,No Fraud
TXN10084923,No,68,High,No Fraud
TXN10084924,No,16,Low,No Fraud
TXN10084925,No,14,Low,No Fraud
TXN10084926,No,9,Low,No Fraud
TXN10084927,No,70,High,No Fraud
TXN10084928,No,30,Low,No Fraud
TXN10084929,No,64,High,No Fraud
TXN10084930,No,39,Medium,No Fraud
TXN10084931,No,73,High,No Fraud
TXN10084932,No,74,High,No Fraud
TXN10084933,No,79,High,No Fraud
TXN10084934,No,62,High,No Fraud
TXN10084935,No,16,Low,No Fraud
TXN10084936,No,54,Medium,No Fraud
TXN10084937,No,19,Low,No Fraud
TXN10084938,No,38,Medium,No Fraud
TXN10084939,No,15,Low,No Fraud
TXN10084940,No,39,Medium,No Fraud
TXN10084941,No,22,Low,No Fraud
TXN10084942,No,30,Low,No Fraud
TXN10084943,No,38,Medium,No Fraud
TXN10084944,No,33,Medium,No Fraud
TXN10084945,No,73,High,No Fraud
TXN10084946,No,53,Medium,No Fraud
TXN10084947,No,60,Medium,No Fraud
TXN10084948,No,38,Medium,No Fraud
TXN10084949,No,30,Low,No Fraud
TXN10084950,No,32,Medium,No Fraud
TXN10084951,No,33,Medium,No Fraud
TXN10084952,No,64,High,No Fraud
TXN10084953,No,23,Low,No Fraud
TXN10084954,No,26,Low,No Fraud
TXN10084955,No,57,Medium,No Fraud
TXN10084956,No,30,Low,No Fraud
TXN10084957,No,43,Medium,No Fraud
TXN10084958,No,45,Medium,No Fraud
TXN10084959,No,38,Medium,No Fraud
TXN10084960,No,14,Low,No Fraud
TXN10084961,No,52,Medium,No Fraud
TXN10084962,No,19,Low,No Fraud
TXN10084963,No,31,Medium,No Fraud
TXN10084964,No,50,Medium,No Fraud
TXN10084965,No,24,Low,No Fraud
TXN10084966,No,23,Low,No Fraud
TXN10084967,No,28,Low,No Fraud
TXN10084968,No,51,Medium,No Fraud
TXN10084969,No,77,High,No Fraud
TXN10084970,No,42,Medium,No Fraud
TXN10084971,No,54,Medium,No Fraud
TXN10084972,No,23,Low,No Fraud
TXN10084973,No,62,High,No Fraud
TXN10084974,No,63,High,No Fraud
TXN10084975,No,63,High,No Fraud
TXN10084976,No,67,High,No Fraud
TXN10084977,Yes,76,High,UPI Fraud
TXN10084978,No,8,Low,No Fraud
TXN10084979,No,29,Low,No Fraud
TXN10084980,No,10,Low,No Fraud
TXN10084981,No,16,Low,No Fraud
TXN10084982,No,80,High,No Fraud
TXN10084983,No,26,Low,No Fraud
TXN10084984,No,55,Medium,No Fraud
TXN10084985,No,55,Medium,No Fraud
TXN10084986,No,64,High,No Fraud
TXN10084987,No,6,Low,No Fraud
TXN10084988,No,7,Low,No Fraud
TXN10084989,No,1,Low,No Fraud
TXN10084990,No,76,High,No Fraud
TXN10084991,No,14,Low,No Fraud
TXN10084992,No,2,Low,No Fraud
TXN10084993,No,50,Medium,No Fraud
TXN10084994,No,73,High,No Fraud
TXN10084995,No,24,Low,No Fraud
TXN10084996,No,41,Medium,No Fraud
TXN10084997,No,42,Medium,No Fraud
TXN10084998,No,38,Medium,No Fraud
TXN10084999,No,64,High,No Fraud
TXN10085000,No,58,Medium,No Fraud
TXN10085001,No,26,Low,No Fraud
TXN10085002,No,45,Medium,No Fraud
TXN10085003,No,47,Medium,No Fraud
TXN10085004,No,34,Medium,No Fraud
TXN10085005,No,26,Low,No Fraud
TXN10085006,No,30,Low,No Fraud
TXN10085007,No,32,Medium,No Fraud
TXN10085008,No,26,Low,No Fraud
TXN10085009,No,67,High,No Fraud
TXN10085010,No,38,Medium,No Fraud
TXN10085011,No,45,Medium,No Fraud
TXN10085012,No,28,Low,No Fraud
TXN10085013,No,77,High,No Fraud
TXN10085014,No,9,Low,No Fraud
TXN10085015,No,25,Low,No Fraud
TXN10085016,No,6,Low,No Fraud
TXN10085017,No,27,Low,No Fraud
TXN10085018,No,29,Low,No Fraud
TXN10085019,No,33,Medium,No Fraud
TXN10085020,No,76,High,No Fraud
TXN10085021,No,45,Medium,No Fraud
TXN10085022,No,14,Low,No Fraud
TXN10085023,No,54,Medium,No Fraud
TXN10085024,No,79,High,No Fraud
TXN10085025,No,27,Low,No Fraud
TXN10085026,No,37,Medium,No Fraud
TXN10085027,No,71,High,No Fraud
TXN10085028,No,63,High,No Fraud
TXN10085029,No,9,Low,No Fraud
TXN10085030,No,76,High,No Fraud
TXN10085031,No,52,Medium,No Fraud
TXN10085032,No,6,Low,No Fraud
TXN10085033,No,3,Low,No Fraud
TXN10085034,No,22,Low,No Fraud
TXN10085035,No,72,High,No Fraud
TXN10085036,No,25,Low,No Fraud
TXN10085037,No,18,Low,No Fraud
TXN10085038,No,17,Low,No Fraud
TXN10085039,No,32,Medium,No Fraud
TXN10085040,No,58,Medium,No Fraud
TXN10085041,No,72,High,No Fraud
TXN10085042,No,21,Low,No Fraud
TXN10085043,No,76,High,No Fraud
TXN10085044,No,22,Low,No Fraud
TXN10085045,No,79,High,No Fraud
TXN10085046,No,67,High,No Fraud
TXN10085047,No,54,Medium,No Fraud
TXN10085048,No,3,Low,No Fraud
TXN10085049,No,45,Medium,No Fraud
TXN10085050,No,4,Low,No Fraud
TXN10085051,No,73,High,No Fraud
TXN10085052,No,53,Medium,No Fraud
TXN10085053,No,22,Low,No Fraud
TXN10085054,No,42,Medium,No Fraud
TXN10085055,No,28,Low,No Fraud
TXN10085056,No,55,Medium,No Fraud
TXN10085057,No,67,High,No Fraud
TXN10085058,No,72,High,No Fraud
TXN10085059,No,59,Medium,No Fraud
TXN10085060,No,6,Low,No Fraud
TXN10085061,No,53,Medium,No Fraud
TXN10085062,No,34,Medium,No Fraud
TXN10085063,No,59,Medium,No Fraud
TXN10085064,No,4,Low,No Fraud
TXN10085065,No,40,Medium,No Fraud
TXN10085066,No,9,Low,No Fraud
TXN10085067,No,14,Low,No Fraud
TXN10085068,No,2,Low,No Fraud
TXN10085069,No,76,High,No Fraud
TXN10085070,No,24,Low,No Fraud
TXN10085071,No,77,High,No Fraud
TXN10085072,No,23,Low,No Fraud
TXN10085073,No,29,Low,No Fraud
TXN10085074,No,68,High,No Fraud
TXN10085075,No,35,Medium,No Fraud
TXN10085076,No,72,High,No Fraud
TXN10085077,No,35,Medium,No Fraud
TXN10085078,No,25,Low,No Fraud
TXN10085079,No,64,High,No Fraud
TXN10085080,No,54,Medium,No Fraud
TXN10085081,No,29,Low,No Fraud
TXN10085082,No,5,Low,No Fraud
TXN10085083,No,67,High,No Fraud
TXN10085084,No,71,High,No Fraud
TXN10085085,No,25,Low,No Fraud
TXN10085086,No,62,High,No Fraud
TXN10085087,No,60,Medium,No Fraud
TXN10085088,No,26,Low,No Fraud
TXN10085089,No,63,High,No Fraud
TXN10085090,No,27,Low,No Fraud
TXN10085091,No,72,High,No Fraud
TXN10085092,No,47,Medium,No Fraud
TXN10085093,No,26,Low,No Fraud
TXN10085094,No,40,Medium,No Fraud
TXN10085095,No,70,High,No Fraud
TXN10085096,No,61,High,No Fraud
TXN10085097,No,40,Medium,No Fraud
TXN10085098,No,66,High,No Fraud
TXN10085099,No,40,Medium,No Fraud
TXN10085100,No,23,Low,No Fraud
TXN10085101,No,77,High,No Fraud
TXN10085102,No,1,Low,No Fraud
TXN10085103,No,27,Low,No Fraud
TXN10085104,No,2,Low,No Fraud
TXN10085105,No,51,Medium,No Fraud
TXN10085106,No,19,Low,No Fraud
TXN10085107,No,8,Low,No Fraud
TXN10085108,No,25,Low,No Fraud
TXN10085109,No,28,Low,No Fraud
TXN10085110,No,61,High,No Fraud
TXN10085111,No,5,Low,No Fraud
TXN10085112,No,71,High,No Fraud
TXN10085113,No,53,Medium,No Fraud
TXN10085114,No,55,Medium,No Fraud
TXN10085115,No,10,Low,No Fraud
TXN10085116,No,31,Medium,No Fraud
TXN10085117,No,13,Low,No Fraud
TXN10085118,No,30,Low,No Fraud
TXN10085119,No,7,Low,No Fraud
TXN10085120,No,58,Medium,No Fraud
TXN10085121,No,27,Low,No Fraud
TXN10085122,No,46,Medium,No Fraud
TXN10085123,No,53,Medium,No Fraud
TXN10085124,No,46,Medium,No Fraud
TXN10085125,No,26,Low,No Fraud
TXN10085126,No,2,Low,No Fraud
TXN10085127,No,52,Medium,No Fraud
TXN10085128,No,78,High,No Fraud
TXN10085129,No,11,Low,No Fraud
TXN10085130,No,3,Low,No Fraud
TXN10085131,No,58,Medium,No Fraud
TXN10085132,No,10,Low,No Fraud
TXN10085133,No,6,Low,No Fraud
TXN10085134,No,13,Low,No Fraud
TXN10085135,No,48,Medium,No Fraud
TXN10085136,No,68,High,No Fraud
TXN10085137,No,41,Medium,No Fraud
TXN10085138,No,60,Medium,No Fraud
TXN10085139,No,25,Low,No Fraud
TXN10085140,No,61,High,No Fraud
TXN10085141,No,4,Low,No Fraud
TXN10085142,No,66,High,No Fraud
TXN10085143,No,2,Low,No Fraud
TXN10085144,No,71,High,No Fraud
TXN10085145,No,4,Low,No Fraud
TXN10085146,No,22,Low,No Fraud
TXN10085147,No,1,Low,No Fraud
TXN10085148,No,68,High,No Fraud
TXN10085149,No,71,High,No Fraud
TXN10085150,No,23,Low,No Fraud
TXN10085151,No,9,Low,No Fraud
TXN10085152,No,64,High,No Fraud
TXN10085153,No,46,Medium,No Fraud
TXN10085154,No,70,High,No Fraud
TXN10085155,No,39,Medium,No Fraud
TXN10085156,No,68,High,No Fraud
TXN10085157,No,14,Low,No Fraud
TXN10085158,No,18,Low,No Fraud
TXN10085159,No,60,Medium,No Fraud
TXN10085160,No,59,Medium,No Fraud
TXN10085161,No,66,High,No Fraud
TXN10085162,No,64,High,No Fraud
TXN10085163,No,49,Medium,No Fraud
TXN10085164,No,37,Medium,No Fraud
TXN10085165,No,80,High,No Fraud
TXN10085166,No,4,Low,No Fraud
TXN10085167,No,21,Low,No Fraud
TXN10085168,No,42,Medium,No Fraud
TXN10085169,No,71,High,No Fraud
TXN10085170,Yes,70,High,Card Fraud
TXN10085171,No,34,Medium,No Fraud
TXN10085172,No,76,High,No Fraud
TXN10085173,No,18,Low,No Fraud
TXN10085174,No,59,Medium,No Fraud
TXN10085175,No,34,Medium,No Fraud
TXN10085176,No,27,Low,No Fraud
TXN10085177,No,68,High,No Fraud
TXN10085178,No,63,High,No Fraud
TXN10085179,No,6,Low,No Fraud
TXN10085180,No,10,Low,No Fraud
TXN10085181,No,62,High,No Fraud
TXN10085182,No,32,Medium,No Fraud
TXN10085183,No,53,Medium,No Fraud
TXN10085184,No,34,Medium,No Fraud
TXN10085185,No,42,Medium,No Fraud
TXN10085186,No,26,Low,No Fraud
TXN10085187,No,8,Low,No Fraud
TXN10085188,No,78,High,No Fraud
TXN10085189,No,8,Low,No Fraud
TXN10085190,No,68,High,No Fraud
TXN10085191,No,44,Medium,No Fraud
TXN10085192,No,70,High,No Fraud
TXN10085193,No,51,Medium,No Fraud
TXN10085194,No,27,Low,No Fraud
TXN10085195,No,5,Low,No Fraud
TXN10085196,No,77,High,No Fraud
TXN10085197,No,51,Medium,No Fraud
TXN10085198,No,18,Low,No Fraud
TXN10085199,No,14,Low,No Fraud
TXN10085200,No,9,Low,No Fraud
TXN10085201,No,41,Medium,No Fraud
TXN10085202,No,79,High,No Fraud
TXN10085203,No,71,High,No Fraud
TXN10085204,No,26,Low,No Fraud
TXN10085205,No,57,Medium,No Fraud
TXN10085206,No,53,Medium,No Fraud
TXN10085207,No,19,Low,No Fraud
TXN10085208,No,57,Medium,No Fraud
TXN10085209,No,30,Low,No Fraud
TXN10085210,No,59,Medium,No Fraud
TXN10085211,No,50,Medium,No Fraud
TXN10085212,No,75,High,No Fraud
TXN10085213,No,37,Medium,No Fraud
TXN10085214,No,47,Medium,No Fraud
TXN10085215,No,53,Medium,No Fraud
TXN10085216,No,48,Medium,No Fraud
TXN10085217,No,63,High,No Fraud
TXN10085218,No,28,Low,No Fraud
TXN10085219,No,76,High,No Fraud
TXN10085220,No,75,High,No Fraud
TXN10085221,No,48,Medium,No Fraud
TXN10085222,No,10,Low,No Fraud
TXN10085223,No,49,Medium,No Fraud
TXN10085224,No,50,Medium,No Fraud
TXN10085225,No,31,Medium,No Fraud
TXN10085226,No,56,Medium,No Fraud
TXN10085227,No,52,Medium,No Fraud
TXN10085228,No,51,Medium,No Fraud
TXN10085229,No,2,Low,No Fraud
TXN10085230,No,17,Low,No Fraud
TXN10085231,No,22,Low,No Fraud
TXN10085232,No,58,Medium,No Fraud
TXN10085233,No,25,Low,No Fraud
TXN10085234,No,19,Low,No Fraud
TXN10085235,No,13,Low,No Fraud
TXN10085236,No,71,High,No Fraud
TXN10085237,No,15,Low,No Fraud
TXN10085238,No,6,Low,No Fraud
TXN10085239,No,22,Low,No Fraud
TXN10085240,No,26,Low,No Fraud
TXN10085241,No,57,Medium,No Fraud
TXN10085242,No,51,Medium,No Fraud
TXN10085243,No,25,Low,No Fraud
TXN10085244,No,77,High,No Fraud
TXN10085245,No,32,Medium,No Fraud
TXN10085246,No,47,Medium,No Fraud
TXN10085247,No,13,Low,No Fraud
TXN10085248,No,4,Low,No Fraud
TXN10085249,No,54,Medium,No Fraud
TXN10085250,No,43,Medium,No Fraud
TXN10085251,No,43,Medium,No Fraud
TXN10085252,No,41,Medium,No Fraud
TXN10085253,No,76,High,No Fraud
TXN10085254,No,31,Medium,No Fraud
TXN10085255,No,45,Medium,No Fraud
TXN10085256,No,36,Medium,No Fraud
TXN10085257,No,31,Medium,No Fraud
TXN10085258,No,36,Medium,No Fraud
TXN10085259,No,71,High,No Fraud
TXN10085260,No,42,Medium,No Fraud
