Transaction_ID,Customer_ID,Merchant_ID,Transaction_Date,Transaction_Amount,Payment_Method,Channel,Transaction_Status,Transaction_Fee,Currency
TXN10080584,CUST112682,MER101246,28-06-2023,994.04,UPI,Web,Success,7.95,INR
TXN10080585,CUST108494,MER100588,21-02-2024,535.09,Debit Card,POS,Success,1.07,INR
TXN10080586,CUST107069,MER101155,09-01-2024,308.13,UPI,Web,Success,1.54,INR
TXN10080587,CUST102865,MER102280,01-10-2024,3432.24,UPI,POS,Success,17.16,INR
TXN10080588,CUST108044,MER102691,18-11-2023,845.48,Credit Card,Web,Declined,4.23,INR
TXN10080589,CUST109082,MER100699,05-10-2023,850.3,Net Banking,POS,Success,2.55,INR
TXN10080590,CUST112170,MER101773,28-01-2023,1599.43,Debit Card,Mobile App,Success,12.8,INR
TXN10080591,CUST117741,MER101437,11-11-2024,1790,UPI,Web,Success,3.58,INR
TXN10080592,CUST103684,MER101241,18-11-2025,919.65,Debit Card,Mobile App,Success,1.84,INR
TXN10080593,CUST100001,MER100968,03-09-2025,1972.48,Debit Card,Mobile App,Success,3.94,INR
TXN10080594,CUST100029,MER100114,25-08-2025,653.78,UPI,Web,Success,3.27,INR
TXN10080595,CUST117791,MER101742,14-12-2024,1256.61,UPI,POS,Success,3.77,INR
TXN10080596,CUST114758,MER102845,11-06-2024,445.79,UPI,POS,Failed,0.89,INR
TXN10080597,CUST119282,MER101395,30-09-2024,1887.67,Debit Card,Mobile App,Success,9.44,INR
TXN10080598,CUST112047,MER102924,23-10-2025,3569.32,UPI,POS,Success,10.71,INR
TXN10080599,CUST108711,MER101436,04-01-2023,491.9,UPI,Mobile App,Failed,1.48,INR
TXN10080600,CUST113306,MER100168,11-09-2025,638.8,Wallet,Web,Success,1.28,INR
TXN10080601,CUST111870,MER102834,05-05-2023,2113.04,Net Banking,Mobile App,Success,10.57,INR
TXN10080602,CUST113112,MER101006,21-05-2023,1421.06,UPI,Mobile App,Success,2.84,INR
TXN10080603,CUST108572,MER102589,21-07-2023,777.52,Credit Card,Mobile App,Success,2.33,INR
TXN10080604,CUST114976,MER101737,09-03-2023,1698.37,Credit Card,Web,Success,3.4,INR
TXN10080605,CUST102016,MER101825,19-12-2024,5430.99,UPI,POS,Success,27.15,INR
TXN10080606,CUST109126,MER101107,04-08-2023,2279.57,Debit Card,Mobile App,Success,11.4,INR
TXN10080607,CUST115474,MER100862,05-08-2025,731.76,Credit Card,Mobile App,Success,5.85,INR
TXN10080608,CUST106506,MER100616,07-01-2024,387.44,UPI,Mobile App,Success,0.77,INR
TXN10080609,CUST114740,MER100127,11-09-2024,1868.39,Credit Card,Web,Failed,5.61,INR
TXN10080610,CUST106570,MER100720,27-11-2023,463.96,Debit Card,Mobile App,Success,0.93,INR
TXN10080611,CUST118426,MER101284,16-02-2024,265.11,Debit Card,Web,Success,2.12,INR
TXN10080612,CUST101127,MER101490,11-12-2024,925.25,Credit Card,POS,Success,4.63,INR
TXN10080613,CUST118947,MER101537,31-10-2024,421.17,Debit Card,Mobile App,Success,1.26,INR
TXN10080614,CUST113730,MER102819,04-10-2024,699.39,Debit Card,POS,Success,2.1,INR
TXN10080615,CUST102620,MER101396,17-05-2023,506.17,Net Banking,Mobile App,Failed,1.01,INR
TXN10080616,CUST119781,MER102321,30-01-2024,1109.6,UPI,Mobile App,Success,2.22,INR
TXN10080617,CUST117996,MER101744,09-09-2024,832.47,Credit Card,Mobile App,Success,1.66,INR
TXN10080618,CUST100846,MER102014,27-09-2025,1264.51,Credit Card,POS,Success,6.32,INR
TXN10080619,CUST107180,MER101159,29-07-2025,415.52,UPI,Web,Success,1.25,INR
TXN10080620,CUST103038,MER100265,30-08-2024,1273.17,UPI,Mobile App,Success,10.19,INR
TXN10080621,CUST109065,MER101738,20-08-2024,112.42,UPI,Mobile App,Success,0.56,INR
TXN10080622,CUST104090,MER102853,16-04-2024,1028.05,Credit Card,Web,Success,2.06,INR
TXN10080623,CUST101744,MER101210,12-11-2024,615.36,Net Banking,POS,Success,1.23,INR
TXN10080624,CUST103636,MER102250,02-03-2024,1116.08,Debit Card,POS,Success,2.23,INR
TXN10080625,CUST113494,MER102031,13-07-2025,391.27,UPI,Mobile App,Success,0.78,INR
TXN10080626,CUST100510,MER101554,29-09-2023,157.06,Credit Card,Mobile App,Success,1.26,INR
TXN10080627,CUST115013,MER101926,27-10-2023,159.2,UPI,Mobile App,Success,0.8,INR
TXN10080628,CUST112568,MER100726,24-07-2023,1114.94,UPI,Web,Success,2.23,INR
TXN10080629,CUST108862,MER102669,06-11-2023,841.55,Credit Card,POS,Success,2.52,INR
TXN10080630,CUST106922,MER102232,16-02-2024,604.78,Debit Card,Mobile App,Success,1.21,INR
TXN10080631,CUST109852,MER100814,18-12-2024,256.7,Wallet,Web,Success,0.51,INR
TXN10080632,CUST104035,MER100675,21-12-2024,636.9,Wallet,Mobile App,Success,1.27,INR
TXN10080633,CUST115992,MER102356,21-10-2024,2052.67,UPI,Mobile App,Success,10.26,INR
TXN10080634,CUST119321,MER100864,07-12-2023,621.66,UPI,POS,Success,1.86,INR
TXN10080635,CUST112579,MER102726,19-07-2023,1281.95,Wallet,Mobile App,Success,2.56,INR
TXN10080636,CUST102511,MER102650,23-07-2024,1155.05,Net Banking,Mobile App,Success,3.47,INR
TXN10080637,CUST106172,MER102652,13-08-2023,251.11,UPI,Mobile App,Success,0.5,INR
TXN10080638,CUST106302,MER100428,17-05-2023,1449.59,UPI,POS,Success,4.35,INR
TXN10080639,CUST103273,MER102241,01-09-2024,355.63,UPI,Mobile App,Success,2.85,INR
TXN10080640,CUST112172,MER100372,25-12-2023,1989.16,Debit Card,Mobile App,Success,15.91,INR
TXN10080641,CUST115877,MER102241,19-07-2025,2902.08,Credit Card,Mobile App,Success,14.51,INR
TXN10080642,CUST103608,MER100671,23-09-2023,1367.69,UPI,Mobile App,Success,4.1,INR
TXN10080643,CUST104533,MER102191,21-03-2025,1957.43,UPI,Web,Success,15.66,INR
TXN10080644,CUST105704,MER100308,03-05-2024,3246.37,UPI,Mobile App,Success,9.74,INR
TXN10080645,CUST106740,MER100092,09-04-2023,481.4,UPI,Mobile App,Success,2.41,INR
TXN10080646,CUST112323,MER102984,02-02-2024,331.57,Credit Card,Mobile App,Success,0.99,INR
TXN10080647,CUST108991,MER102371,02-02-2024,1160.21,Net Banking,Mobile App,Success,2.32,INR
TXN10080648,CUST109345,MER102072,10-11-2025,250.72,Credit Card,POS,Success,1.25,INR
TXN10080649,CUST110446,MER100784,03-06-2023,596.14,Credit Card,Mobile App,Success,1.19,INR
TXN10080650,CUST102375,MER101008,17-09-2023,682.62,Debit Card,POS,Success,5.46,INR
TXN10080651,CUST111522,MER102216,17-04-2025,1623.22,UPI,Web,Success,4.87,INR
TXN10080652,CUST106915,MER101805,10-11-2025,227.77,Credit Card,Mobile App,Success,1.14,INR
TXN10080653,CUST106264,MER102893,10-12-2025,1226.06,Wallet,Mobile App,Success,3.68,INR
TXN10080654,CUST108786,MER102858,07-07-2025,385.76,Credit Card,Mobile App,Success,1.16,INR
TXN10080655,CUST116702,MER100043,08-05-2025,275.48,Debit Card,Web,Success,0.55,INR
TXN10080656,CUST102348,MER101094,18-06-2023,1815.73,Credit Card,Mobile App,Success,5.45,INR
TXN10080657,CUST114162,MER102985,01-03-2023,504.46,Net Banking,Mobile App,Success,1.01,INR
TXN10080658,CUST108179,MER100614,11-03-2023,859.38,UPI,Web,Success,2.58,INR
TXN10080659,CUST102521,MER102959,16-12-2024,1455.3,UPI,Mobile App,Success,2.91,INR
TXN10080660,CUST110092,MER101190,02-03-2025,1288.47,UPI,Mobile App,Success,10.31,INR
TXN10080661,CUST108913,MER100146,02-12-2025,697.57,UPI,POS,Success,1.4,INR
TXN10080662,CUST105722,MER101446,06-11-2024,818.06,Debit Card,Mobile App,Success,2.45,INR
TXN10080663,CUST112553,MER102911,10-10-2025,1435.36,Net Banking,POS,Success,4.31,INR
TXN10080664,CUST106431,MER100194,18-04-2024,381.77,UPI,Mobile App,Success,1.15,INR
TXN10080665,CUST100733,MER102525,12-10-2023,235.16,Debit Card,Web,Failed,0.71,INR
TXN10080666,CUST108420,MER102053,28-04-2023,2409.24,UPI,POS,Success,19.27,INR
TXN10080667,CUST102903,MER101578,27-10-2024,257.1,UPI,Mobile App,Success,1.29,INR
TXN10080668,CUST102926,MER100103,19-12-2025,212.79,UPI,Mobile App,Success,1.06,INR
TXN10080669,CUST101648,MER101199,18-03-2024,638.81,Debit Card,Web,Success,3.19,INR
TXN10080670,CUST107460,MER100283,23-09-2025,1301.11,Credit Card,Mobile App,Success,2.6,INR
TXN10080671,CUST109107,MER102387,07-06-2025,541.33,UPI,POS,Success,4.33,INR
TXN10080672,CUST110971,MER100921,10-01-2025,507.46,Debit Card,Web,Success,1.52,INR
TXN10080673,CUST111433,MER100674,02-05-2023,942.73,UPI,Mobile App,Success,2.83,INR
TXN10080674,CUST112309,MER101802,07-03-2025,242.31,UPI,Mobile App,Success,0.73,INR
TXN10080675,CUST111644,MER101934,24-08-2025,521.47,UPI,Mobile App,Success,1.56,INR
TXN10080676,CUST106698,MER102341,26-05-2024,85.81,Net Banking,Mobile App,Success,0.69,INR
TXN10080677,CUST116724,MER101244,15-06-2024,733.24,Credit Card,Web,Success,2.2,INR
TXN10080678,CUST101281,MER102509,20-10-2025,459.6,Net Banking,Mobile App,Success,2.3,INR
TXN10080679,CUST110035,MER100278,05-03-2023,1153.67,Credit Card,Mobile App,Success,3.46,INR
TXN10080680,CUST112455,MER101976,07-07-2024,676.54,UPI,POS,Success,1.35,INR
TXN10080681,CUST101707,MER101786,15-07-2024,655.3,Net Banking,POS,Success,1.31,INR
TXN10080682,CUST110216,MER101658,12-12-2025,487.89,Debit Card,Mobile App,Success,0.98,INR
TXN10080683,CUST116287,MER101071,01-09-2024,1527.35,UPI,Mobile App,Success,4.58,INR
TXN10080684,CUST104924,MER102480,28-11-2024,901.74,Credit Card,Mobile App,Success,2.71,INR
TXN10080685,CUST110834,MER101529,29-05-2025,461.08,UPI,Mobile App,Success,1.38,INR
TXN10080686,CUST105283,MER101541,10-10-2023,1511.18,UPI,Mobile App,Success,7.56,INR
TXN10080687,CUST115715,MER101170,24-05-2024,673.74,Wallet,Mobile App,Success,1.35,INR
TXN10080688,CUST105422,MER101465,08-09-2023,1420.23,UPI,Mobile App,Success,4.26,INR
TXN10080689,CUST119063,MER101956,22-05-2024,676.26,UPI,POS,Success,5.41,INR
TXN10080690,CUST106035,MER102165,31-03-2025,379.47,Credit Card,POS,Success,0.76,INR
TXN10080691,CUST116876,MER101421,15-03-2025,907.36,UPI,Mobile App,Success,1.81,INR
TXN10080692,CUST101132,MER101346,12-07-2023,645.89,UPI,Mobile App,Success,1.94,INR
TXN10080693,CUST102657,MER102214,13-12-2024,1664.54,UPI,Web,Success,4.99,INR
TXN10080694,CUST111409,MER102832,23-02-2025,611.39,Credit Card,Web,Success,3.06,INR
TXN10080695,CUST100980,MER101736,11-10-2023,1819.94,UPI,Mobile App,Success,5.46,INR
TXN10080696,CUST101257,MER101961,08-01-2025,870.95,Debit Card,Mobile App,Success,2.61,INR
TXN10080697,CUST107848,MER101514,07-04-2024,362.59,UPI,Mobile App,Declined,0.73,INR
TXN10080698,CUST102301,MER101118,06-10-2023,1120.27,UPI,Mobile App,Success,2.24,INR
TXN10080699,CUST101703,MER101551,07-07-2025,1788.18,UPI,Mobile App,Success,3.58,INR
TXN10080700,CUST106793,MER100894,21-03-2023,295.9,UPI,POS,Success,1.48,INR
TXN10080701,CUST101886,MER102233,02-05-2024,835.33,UPI,Web,Success,4.18,INR
TXN10080702,CUST110397,MER100961,26-01-2023,3043.83,UPI,Mobile App,Success,24.35,INR
TXN10080703,CUST118872,MER101105,17-06-2025,466.56,UPI,Mobile App,Success,0.93,INR
TXN10080704,CUST109094,MER101465,22-10-2025,630.42,UPI,Mobile App,Success,3.15,INR
TXN10080705,CUST114843,MER100184,21-03-2025,1290.01,Credit Card,Web,Success,2.58,INR
TXN10080706,CUST114631,MER100539,01-08-2024,1515.94,Credit Card,Web,Success,3.03,INR
TXN10080707,CUST101137,MER101938,24-11-2024,821.07,Net Banking,Mobile App,Success,2.46,INR
TXN10080708,CUST118093,MER102489,31-05-2024,1405.87,Wallet,Mobile App,Success,4.22,INR
TXN10080709,CUST114628,MER102021,23-08-2024,1152.15,UPI,POS,Success,5.76,INR
TXN10080710,CUST112308,MER102147,11-11-2025,1337.56,UPI,Web,Success,2.68,INR
TXN10080711,CUST102129,MER102750,03-03-2025,298.3,UPI,Mobile App,Success,2.39,INR
TXN10080712,CUST115651,MER102372,19-03-2024,3581.16,UPI,Mobile App,Success,7.16,INR
TXN10080713,CUST108055,MER102724,11-11-2024,1267.53,Net Banking,Mobile App,Failed,2.54,INR
TXN10080714,CUST112517,MER102926,29-07-2024,574.54,Credit Card,Web,Success,1.72,INR
TXN10080715,CUST106133,MER100043,12-03-2024,694.89,Debit Card,Mobile App,Success,2.08,INR
TXN10080716,CUST110444,MER102731,26-05-2025,319.65,Credit Card,Web,Success,0.96,INR
TXN10080717,CUST110316,MER101177,15-08-2025,255.55,UPI,Mobile App,Success,0.51,INR
TXN10080718,CUST119679,MER102892,30-03-2024,631.4,Credit Card,Web,Success,1.89,INR
TXN10080719,CUST115363,MER100816,20-03-2025,268.55,Net Banking,Mobile App,Success,2.15,INR
TXN10080720,CUST108955,MER101850,19-02-2023,210.88,UPI,Web,Success,0.63,INR
TXN10080721,CUST105293,MER100984,15-12-2025,1250.18,UPI,Mobile App,Success,3.75,INR
TXN10080722,CUST112168,MER101899,31-10-2024,998.65,Credit Card,Mobile App,Success,3,INR
TXN10080723,CUST114354,MER101251,14-07-2023,1448.91,Net Banking,Mobile App,Failed,7.24,INR
TXN10080724,CUST117998,MER100686,16-03-2024,1576.77,UPI,POS,Success,7.88,INR
TXN10080725,CUST105679,MER100821,21-02-2023,590.18,UPI,Mobile App,Success,1.77,INR
TXN10080726,CUST115959,MER100685,11-05-2023,658.58,Credit Card,Web,Success,1.98,INR
TXN10080727,CUST117877,MER100306,26-02-2023,1787.12,Credit Card,Web,Success,8.94,INR
TXN10080728,CUST111531,MER101255,15-06-2023,2156.94,Debit Card,Web,Success,6.47,INR
TXN10080729,CUST100175,MER100171,25-05-2023,826.42,UPI,Mobile App,Success,6.61,INR
TXN10080730,CUST112286,MER100240,21-10-2025,1098.14,UPI,Mobile App,Success,3.29,INR
TXN10080731,CUST103638,MER101543,15-03-2024,1622.43,Debit Card,Web,Success,3.24,INR
TXN10080732,CUST110708,MER102992,01-04-2024,1103.47,UPI,Web,Success,5.52,INR
TXN10080733,CUST105609,MER101823,11-11-2023,425.79,UPI,Mobile App,Success,1.28,INR
TXN10080734,CUST116971,MER101087,20-02-2025,2003.37,UPI,Mobile App,Success,10.02,INR
TXN10080735,CUST107544,MER101226,16-06-2024,6058.29,Net Banking,Mobile App,Success,48.47,INR
TXN10080736,CUST112828,MER102111,04-11-2024,548.19,Debit Card,Web,Success,1.1,INR
TXN10080737,CUST110007,MER100829,28-04-2024,1005.97,Wallet,Mobile App,Failed,2.01,INR
TXN10080738,CUST112299,MER101186,03-05-2023,1483.58,Debit Card,Mobile App,Success,4.45,INR
TXN10080739,CUST112626,MER100170,11-02-2025,1955.63,UPI,Web,Success,5.87,INR
TXN10080740,CUST114934,MER100105,31-05-2025,622.32,Wallet,POS,Success,1.87,INR
TXN10080741,CUST105749,MER100749,23-07-2023,351.33,Debit Card,Mobile App,Success,0.7,INR
TXN10080742,CUST113769,MER102632,25-07-2023,1830.82,Debit Card,POS,Success,3.66,INR
TXN10080743,CUST105618,MER102938,30-01-2023,874.25,Debit Card,POS,Success,1.75,INR
TXN10080744,CUST102946,MER100950,03-08-2024,1644.68,UPI,Web,Success,13.16,INR
TXN10080745,CUST111968,MER100256,16-02-2023,935.59,UPI,Mobile App,Success,2.81,INR
TXN10080746,CUST105181,MER101731,12-07-2025,188.07,UPI,POS,Success,0.56,INR
TXN10080747,CUST109744,MER102621,12-08-2023,239.33,UPI,Mobile App,Success,1.2,INR
TXN10080748,CUST102077,MER101411,23-05-2023,1846.81,Credit Card,Mobile App,Success,5.54,INR
TXN10080749,CUST107363,MER100619,01-04-2025,2127.9,UPI,Mobile App,Success,4.26,INR
TXN10080750,CUST110909,MER100458,14-05-2023,573.83,Credit Card,POS,Success,2.87,INR
TXN10080751,CUST112926,MER102295,11-04-2023,396.62,UPI,Mobile App,Success,1.19,INR
TXN10080752,CUST110894,MER100984,27-09-2024,777.74,Debit Card,Mobile App,Success,3.89,INR
TXN10080753,CUST100091,MER100135,06-12-2024,814.02,Credit Card,POS,Failed,2.44,INR
TXN10080754,CUST115589,MER100747,16-03-2025,1533.25,Debit Card,Mobile App,Success,4.6,INR
TXN10080755,CUST104827,MER101022,09-11-2025,2801.83,Debit Card,Web,Success,14.01,INR
TXN10080756,CUST113657,MER102674,20-02-2023,917.86,Debit Card,Mobile App,Success,1.84,INR
TXN10080757,CUST102343,MER102630,22-05-2023,549.21,UPI,Mobile App,Success,4.39,INR
TXN10080758,CUST115942,MER102480,15-06-2025,681.81,UPI,Web,Success,2.05,INR
TXN10080759,CUST111696,MER102574,14-02-2024,472.57,UPI,Mobile App,Success,1.42,INR
TXN10080760,CUST109233,MER102233,05-02-2024,579.69,UPI,Mobile App,Success,1.16,INR
TXN10080761,CUST104598,MER101978,14-01-2024,2430.54,UPI,Mobile App,Success,7.29,INR
TXN10080762,CUST106555,MER100027,02-05-2024,2522.82,Credit Card,Web,Success,12.61,INR
TXN10080763,CUST104102,MER100492,26-04-2024,672.07,UPI,Mobile App,Success,3.36,INR
TXN10080764,CUST107851,MER102480,21-06-2024,552.48,Net Banking,Mobile App,Success,2.76,INR
TXN10080765,CUST116855,MER100285,16-04-2025,349.86,Debit Card,Mobile App,Failed,1.05,INR
TXN10080766,CUST109921,MER101793,21-07-2023,301.6,Wallet,POS,Success,0.9,INR
TXN10080767,CUST113713,MER101363,08-03-2025,973.6,UPI,POS,Success,1.95,INR
TXN10080768,CUST118383,MER100317,26-01-2024,962.51,UPI,Mobile App,Success,1.93,INR
TXN10080769,CUST108077,MER102867,20-10-2024,144.23,Credit Card,Mobile App,Success,0.43,INR
TXN10080770,CUST105559,MER102258,12-09-2023,229.78,UPI,Mobile App,Success,1.84,INR
TXN10080771,CUST111521,MER102423,19-03-2024,7430.52,UPI,Mobile App,Success,14.86,INR
TXN10080772,CUST118520,MER101634,30-10-2025,835.42,Net Banking,Mobile App,Success,1.67,INR
TXN10080773,CUST114069,MER100109,26-10-2024,158.03,Net Banking,Mobile App,Declined,0.47,INR
TXN10080774,CUST104997,MER100501,24-06-2025,714.54,UPI,Mobile App,Success,3.57,INR
TXN10080775,CUST107042,MER101113,01-05-2025,1836.24,Debit Card,Mobile App,Success,3.67,INR
TXN10080776,CUST102174,MER101807,23-07-2025,218.76,UPI,POS,Success,1.75,INR
TXN10080777,CUST115174,MER100716,05-12-2025,377.12,Credit Card,Mobile App,Failed,1.13,INR
TXN10080778,CUST105793,MER101374,01-07-2023,450.99,Wallet,POS,Failed,1.35,INR
TXN10080779,CUST111682,MER100129,27-05-2024,4732.26,UPI,Mobile App,Success,9.46,INR
TXN10080780,CUST114323,MER102278,25-05-2025,1662.06,UPI,POS,Success,3.32,INR
TXN10080781,CUST110128,MER102742,31-10-2024,556.4,UPI,Mobile App,Success,2.78,INR
TXN10080782,CUST105151,MER101786,18-11-2024,2713.53,Credit Card,Web,Success,5.43,INR
TXN10080783,CUST118125,MER100498,23-01-2025,994.15,UPI,Mobile App,Success,1.99,INR
TXN10080784,CUST110436,MER101522,06-06-2023,1297.87,UPI,Mobile App,Success,2.6,INR
TXN10080785,CUST118784,MER102611,01-06-2024,461.14,Net Banking,Mobile App,Success,1.38,INR
TXN10080786,CUST102540,MER102331,14-08-2025,3175.84,Debit Card,Web,Success,6.35,INR
TXN10080787,CUST113033,MER101603,28-01-2024,318.52,UPI,Mobile App,Success,0.64,INR
TXN10080788,CUST114799,MER100350,09-09-2024,1102.83,Credit Card,Mobile App,Success,2.21,INR
TXN10080789,CUST111389,MER101346,29-09-2025,250.22,Net Banking,Mobile App,Failed,0.75,INR
TXN10080790,CUST106001,MER102925,09-08-2024,1861.07,Credit Card,Mobile App,Success,5.58,INR
TXN10080791,CUST102477,MER101819,11-08-2025,935.27,Credit Card,POS,Success,1.87,INR
TXN10080792,CUST103153,MER102609,23-10-2023,1618.16,UPI,Mobile App,Success,3.24,INR
TXN10080793,CUST101161,MER101894,21-12-2024,826.26,UPI,Mobile App,Success,2.48,INR
TXN10080794,CUST102448,MER100359,30-12-2024,218.27,Debit Card,Mobile App,Success,0.65,INR
TXN10080795,CUST112750,MER101420,13-04-2024,1046.99,Credit Card,Mobile App,Declined,2.09,INR
TXN10080796,CUST118917,MER100503,14-10-2023,207.27,UPI,Mobile App,Success,1.04,INR
TXN10080797,CUST119514,MER100707,18-05-2025,475.1,UPI,Mobile App,Success,0.95,INR
TXN10080798,CUST102247,MER101330,08-12-2025,777.34,UPI,Web,Success,1.55,INR
TXN10080799,CUST117000,MER102560,22-07-2025,671.15,UPI,Mobile App,Success,2.01,INR
TXN10080800,CUST107302,MER101551,12-09-2024,1127.33,Credit Card,Mobile App,Success,2.25,INR
TXN10080801,CUST117474,MER101088,08-06-2025,963.94,UPI,Mobile App,Success,2.89,INR
TXN10080802,CUST119488,MER102903,11-06-2023,827.39,UPI,Mobile App,Success,2.48,INR
TXN10080803,CUST109125,MER100521,06-06-2025,538.73,Wallet,Mobile App,Success,1.62,INR
TXN10080804,CUST108103,MER102226,19-08-2023,1724.4,Credit Card,Web,Success,13.8,INR
TXN10080805,CUST106816,MER100554,15-06-2023,260.48,UPI,Mobile App,Success,0.52,INR
TXN10080806,CUST103332,MER101902,29-04-2023,1634.42,Debit Card,Web,Success,3.27,INR
TXN10080807,CUST103764,MER100017,12-05-2023,207.38,Debit Card,Web,Success,0.41,INR
TXN10080808,CUST114320,MER100196,20-07-2025,1075.3,Debit Card,POS,Success,3.23,INR
TXN10080809,CUST118345,MER102019,19-08-2024,1753.1,UPI,Web,Success,5.26,INR
TXN10080810,CUST116450,MER102824,02-03-2025,602.14,Net Banking,Mobile App,Success,1.2,INR
TXN10080811,CUST114226,MER101572,13-03-2023,3890.76,UPI,Mobile App,Success,7.78,INR
TXN10080812,CUST116992,MER101502,30-05-2023,455.7,UPI,POS,Success,3.65,INR
TXN10080813,CUST107910,MER102716,05-05-2025,1629.33,UPI,POS,Success,3.26,INR
TXN10080814,CUST101321,MER101178,19-03-2024,1547.02,UPI,Mobile App,Success,3.09,INR
TXN10080815,CUST117453,MER102791,04-02-2024,377.71,Debit Card,Web,Success,1.13,INR
TXN10080816,CUST106110,MER101423,18-06-2024,2190.52,Wallet,Mobile App,Success,4.38,INR
TXN10080817,CUST104535,MER102568,12-11-2023,836.1,UPI,Mobile App,Failed,6.69,INR
TXN10080818,CUST119561,MER101330,14-09-2023,1082.57,UPI,Mobile App,Success,2.17,INR
TXN10080819,CUST118550,MER100939,15-10-2023,952.72,Credit Card,Mobile App,Success,1.91,INR
TXN10080820,CUST116366,MER102821,04-04-2024,335.78,UPI,Web,Success,2.69,INR
TXN10080821,CUST115836,MER100641,22-05-2023,1023.82,Debit Card,Mobile App,Success,3.07,INR
TXN10080822,CUST111264,MER101420,06-12-2025,426.15,UPI,Web,Success,0.85,INR
TXN10080823,CUST100910,MER101174,21-05-2024,1026.04,Credit Card,Web,Success,8.21,INR
TXN10080824,CUST106637,MER101162,22-08-2024,2076.84,Debit Card,Mobile App,Success,4.15,INR
TXN10080825,CUST104650,MER101260,26-01-2025,2323.85,Net Banking,Mobile App,Declined,18.59,INR
TXN10080826,CUST110206,MER101737,31-07-2025,378.84,UPI,Mobile App,Success,0.76,INR
TXN10080827,CUST116875,MER100382,09-03-2023,1797.02,Net Banking,POS,Success,3.59,INR
TXN10080828,CUST106101,MER102239,24-07-2023,1600.63,Credit Card,Web,Success,3.2,INR
TXN10080829,CUST118936,MER101926,25-11-2024,1173.48,Wallet,Web,Success,2.35,INR
TXN10080830,CUST104090,MER100405,11-11-2024,791.35,Debit Card,POS,Success,1.58,INR
TXN10080831,CUST114277,MER101910,25-05-2023,312.72,Debit Card,POS,Success,0.94,INR
TXN10080832,CUST100333,MER102030,24-03-2024,5263.21,UPI,Web,Success,42.11,INR
TXN10080833,CUST110993,MER100140,27-02-2023,1804.18,Credit Card,POS,Success,3.61,INR
TXN10080834,CUST111374,MER102865,12-12-2023,3152.26,Debit Card,Mobile App,Success,6.3,INR
TXN10080835,CUST114135,MER102273,13-04-2025,2817.55,UPI,Mobile App,Success,14.09,INR
TXN10080836,CUST101037,MER100861,11-11-2023,4522.52,Credit Card,Mobile App,Success,13.57,INR
TXN10080837,CUST114006,MER101855,08-01-2025,183.64,Debit Card,Mobile App,Success,1.47,INR
TXN10080838,CUST100015,MER100057,14-08-2023,568.74,Credit Card,POS,Success,2.84,INR
TXN10080839,CUST114679,MER101470,18-08-2023,1601.07,UPI,Mobile App,Success,4.8,INR
TXN10080840,CUST100165,MER101461,26-10-2024,841.85,UPI,Mobile App,Success,2.53,INR
TXN10080841,CUST119199,MER102873,06-04-2025,3582.12,UPI,Mobile App,Success,10.75,INR
TXN10080842,CUST116149,MER101394,19-06-2025,248.63,UPI,Mobile App,Success,0.5,INR
TXN10080843,CUST104671,MER101152,07-04-2024,1022.31,Debit Card,Web,Failed,3.07,INR
TXN10080844,CUST113272,MER102515,04-07-2025,1280.47,Debit Card,Mobile App,Success,3.84,INR
TXN10080845,CUST113166,MER100458,14-08-2023,507.56,UPI,Mobile App,Success,4.06,INR
TXN10080846,CUST111510,MER102881,10-09-2024,985.06,Net Banking,POS,Success,4.93,INR
TXN10080847,CUST101907,MER101123,26-08-2025,1894.38,UPI,Mobile App,Success,3.79,INR
TXN10080848,CUST112270,MER101209,17-05-2025,1549.1,Debit Card,Web,Declined,7.75,INR
TXN10080849,CUST107486,MER101759,17-11-2024,1962.77,Credit Card,Mobile App,Success,3.93,INR
TXN10080850,CUST100090,MER101383,28-09-2025,411.24,Credit Card,Mobile App,Success,3.29,INR
TXN10080851,CUST102831,MER100317,10-08-2024,502.87,Debit Card,Mobile App,Success,1.01,INR
TXN10080852,CUST119658,MER100429,05-05-2023,504.03,UPI,Mobile App,Declined,1.51,INR
TXN10080853,CUST111720,MER100889,26-01-2023,692.84,Credit Card,Web,Success,2.08,INR
TXN10080854,CUST104687,MER100978,30-01-2025,446.39,Debit Card,Mobile App,Declined,1.34,INR
TXN10080855,CUST110906,MER100648,28-01-2023,268.91,UPI,Web,Success,1.34,INR
TXN10080856,CUST107735,MER101874,17-11-2024,1915.86,UPI,Web,Success,3.83,INR
TXN10080857,CUST106311,MER100884,30-11-2025,1253.02,UPI,Mobile App,Success,6.27,INR
TXN10080858,CUST117671,MER102208,13-05-2023,221.27,UPI,Web,Success,0.66,INR
TXN10080859,CUST118552,MER101454,17-06-2025,389.42,Credit Card,Mobile App,Success,3.12,INR
TXN10080860,CUST113925,MER102997,05-06-2024,601.12,Net Banking,POS,Success,3.01,INR
TXN10080861,CUST112126,MER100926,28-06-2025,172.82,Credit Card,Mobile App,Success,0.35,INR
TXN10080862,CUST118555,MER100734,24-03-2024,1678.61,UPI,Mobile App,Success,5.04,INR
TXN10080863,CUST107616,MER100523,01-02-2024,1697.57,UPI,Mobile App,Success,8.49,INR
TXN10080864,CUST112376,MER101558,21-10-2025,4874.42,UPI,Mobile App,Success,9.75,INR
TXN10080865,CUST110048,MER101539,24-09-2025,537.22,Credit Card,Mobile App,Success,1.61,INR
